start_date,run_id,raw_path,total_return,annualized_return,annualized_volatility,max_drawdown,sharpe_ratio,annualized_turnover,trade_count,rejected_order_count,max_pending_intent_count,average_cash_weight
2017-08-24,platform_risk_parity_start_20170824_sensitivity_20260602_151624,D:\strategy\platform\results\sensitivity_raw\risk_parity\20260602_151623\2017-08-24\risk_parity\platform_risk_parity_start_20170824_sensitivity_20260602_151624,0.6118840598195283,0.05853105003653081,0.03507939848604141,-0.04370852979709783,1.6685306066414205,449285.91936276556,58,0,2,0.024061626345581844
2018-08-31,platform_risk_parity_start_20180831_sensitivity_20260602_151624,D:\strategy\platform\results\sensitivity_raw\risk_parity\20260602_151623\2018-08-31\risk_parity\platform_risk_parity_start_20180831_sensitivity_20260602_151624,0.614082125847315,0.06682956967243525,0.033586510606023016,-0.03486567063182666,1.9897741226041745,426814.4051884724,47,0,2,0.025846627964335282
2019-09-11,platform_risk_parity_start_20190911_sensitivity_20260602_151625,D:\strategy\platform\results\sensitivity_raw\risk_parity\20260602_151623\2019-09-11\risk_parity\platform_risk_parity_start_20190911_sensitivity_20260602_151625,0.4720354666130615,0.06218824083966279,0.03346476902744133,-0.036262983119403236,1.8583197388473836,338483.8172103479,30,0,2,0.0221127697733246
2020-09-22,platform_risk_parity_start_20200922_sensitivity_20260602_151626,D:\strategy\platform\results\sensitivity_raw\risk_parity\20260602_151623\2020-09-22\risk_parity\platform_risk_parity_start_20200922_sensitivity_20260602_151626,0.35810472232181434,0.058136084185361314,0.029717215617429255,-0.033506715695181044,1.956309936091869,387913.07771208097,29,0,2,0.0366790956401134
2021-10-11,platform_risk_parity_start_20211011_sensitivity_20260602_151626,D:\strategy\platform\results\sensitivity_raw\risk_parity\20260602_151623\2021-10-11\risk_parity\platform_risk_parity_start_20211011_sensitivity_20260602_151626,0.3132858390788422,0.06353124799222809,0.029923572783995846,-0.03261417531218069,2.123117063955905,486903.97576061764,35,0,2,0.0446213178668799
2022-10-20,platform_risk_parity_start_20221020_sensitivity_20260602_151627,D:\strategy\platform\results\sensitivity_raw\risk_parity\20260602_151623\2022-10-20\risk_parity\platform_risk_parity_start_20221020_sensitivity_20260602_151627,0.2980100827257235,0.07894980294403586,0.030736883080301366,-0.03357804407074361,2.5685689319172758,555735.6748570717,26,0,2,0.060130186813130974
2023-10-31,platform_risk_parity_start_20231031_sensitivity_20260602_151627,D:\strategy\platform\results\sensitivity_raw\risk_parity\20260602_151623\2023-10-31\risk_parity\platform_risk_parity_start_20231031_sensitivity_20260602_151627,0.24184554857682938,0.09281026682083171,0.03502211397550652,-0.03351754716897648,2.6500475352727304,638930.7000808632,19,0,2,0.059448605406422377
2024-11-12,platform_risk_parity_start_20241112_sensitivity_20260602_151627,D:\strategy\platform\results\sensitivity_raw\risk_parity\20260602_151623\2024-11-12\risk_parity\platform_risk_parity_start_20241112_sensitivity_20260602_151627,0.10838400679577886,0.07363000113198148,0.03688059228248731,-0.03267249150257645,1.996443022606895,976639.2783421553,14,0,2,0.09673676169026459
2025-11-21,platform_risk_parity_start_20251121_sensitivity_20260602_151628,D:\strategy\platform\results\sensitivity_raw\risk_parity\20260602_151623\2025-11-21\risk_parity\platform_risk_parity_start_20251121_sensitivity_20260602_151628,0.013981746914675908,0.030893653021102585,0.0493365416093216,-0.03832245226023934,0.6261819741184609,2505352.6216757973,9,0,2,0.26409514654150007
