config_stem,entry_start,variant,total_return_ratio_pct,total_return_delta,base_total_return,candidate_total_return,annualized_return_ratio_pct,annualized_return_delta,base_annualized_return,candidate_annualized_return,annualized_volatility_ratio_pct,annualized_volatility_delta,base_annualized_volatility,candidate_annualized_volatility,max_drawdown_abs_ratio_pct,max_drawdown_abs_delta,base_max_drawdown_abs,candidate_max_drawdown_abs,sharpe_ratio_ratio_pct,sharpe_ratio_delta,base_sharpe_ratio,candidate_sharpe_ratio,turnover_amount_ratio_ratio_pct,turnover_amount_ratio_delta,base_turnover_amount_ratio,candidate_turnover_amount_ratio,annualized_turnover_amount_ratio_pct,annualized_turnover_amount_delta,base_annualized_turnover_amount,candidate_annualized_turnover_amount,trade_count_ratio_pct,trade_count_delta,base_trade_count,candidate_trade_count,order_count_ratio_pct,order_count_delta,base_order_count,candidate_order_count,rejected_order_count_ratio_pct,rejected_order_count_delta,base_rejected_order_count,candidate_rejected_order_count,skipped_order_count_ratio_pct,skipped_order_count_delta,base_skipped_order_count,candidate_skipped_order_count,skipped_below_lot_or_cash_count_ratio_pct,skipped_below_lot_or_cash_count_delta,base_skipped_below_lot_or_cash_count,candidate_skipped_below_lot_or_cash_count,max_pending_intent_count_ratio_pct,max_pending_intent_count_delta,base_max_pending_intent_count,candidate_max_pending_intent_count,average_cash_weight_ratio_pct,average_cash_weight_delta,base_average_cash_weight,candidate_average_cash_weight
baseline_r2_global_ewma,2026-04-14,single_563020,113.82018474560721,-0.0021574440309558574,-0.015610819035118961,-0.01776826306607482,113.15445891252216,-0.012716199852230714,-0.09666836117543198,-0.1093845610276627,109.84175099285483,0.003252283340409036,0.03304577958505776,0.03629806292546679,108.63249514597871,0.0018458638168827868,0.021382737964731446,0.023228601781614233,103.01589139805576,-0.08822345321971437,-2.925286145137345,-3.0135095983570594,100.17813657261357,0.0008869933150054687,0.4979288093353373,0.49881580265034275,100.17813657261357,0.005731341420035729,3.217386152628333,3.2231174940483687,83.33333333333334,-1.0,6,5,83.33333333333334,-1.0,6,5,,0.0,0,0,,0.0,0,0,,0.0,0,0,100.0,0.0,5,5,99.95107513544876,-0.0003893911401882111,0.7958962048437622,0.795506813703574
baseline_r3_global_nasdaq_all_weather_ewma,2023-12-14,single_515080,113.36405385152312,0.056551280291505135,0.4231596259622965,0.47971090625380164,111.97892593680345,0.019137017770477716,0.15975570657534588,0.1788927243458236,105.78724258380225,0.004007648345806761,0.06924970377125123,0.07325735211705799,101.82369472730717,0.0010067297780473883,0.05520275751051318,0.05620948728856057,105.85295844921592,0.1350249115432045,2.3069514795768398,2.4419763911200443,113.44066841806035,0.26574054076306153,1.9771378364336667,2.2428783771967282,113.44066841806035,0.11161102712048587,0.83039789130214,0.9420089184226259,106.19469026548674,7.0,113,120,106.19469026548674,7.0,113,120,,0.0,0,0,72.72727272727273,-3.0,11,8,72.72727272727273,-3.0,11,8,100.0,0.0,7,7,97.32073495385869,-0.0015157799276816694,0.05657446731015663,0.05505868738247496
baseline_r3_global_nasdaq_all_weather_ewma,2023-12-14,single_563020,110.35982790608108,0.043838609017710306,0.4231596259622965,0.4669982349800068,109.30953155334007,0.014872507911893207,0.15975570657534588,0.1746282144872391,102.27820363790774,0.00157764927055698,0.06924970377125123,0.0708273530418082,99.50744627123328,-0.0002719032405000821,0.05520275751051318,0.054930854270013096,106.87470806617323,0.1585961794491717,2.3069514795768398,2.4655476590260115,104.8574922717447,0.09603931760650575,1.9771378364336667,2.0731771540401724,104.8574922717447,0.04033651339473243,0.83039789130214,0.8707344046968725,95.57522123893806,-5.0,113,108,95.57522123893806,-5.0,113,108,,0.0,0,0,72.72727272727273,-3.0,11,8,72.72727272727273,-3.0,11,8,100.0,0.0,7,7,99.39183580877403,-0.00034406565155721547,0.05657446731015663,0.05623040165859942
baseline_r3_global_nasdaq_all_weather_ewma,2024-02-14,single_515080,97.63512870168728,-0.009126901349145511,0.3859364928508937,0.3768095915017482,97.82653745666813,-0.0034384721138400742,0.15820250155169346,0.1547640294378534,103.20339325272832,0.0022993199193248326,0.0717776350863732,0.07407695500569804,105.98648527680285,0.0033825189605772854,0.05650258547672826,0.05988510443730555,94.79003972001856,-0.11483085898360867,2.2040640007339527,2.089233141750344,102.95080705875104,0.06022655831860613,2.041019867429007,2.1012464257476133,102.95080705875104,0.02710195124337278,0.9184589403430532,0.945560891586426,102.75229357798166,3.0,109,112,102.75229357798166,3.0,109,112,,0.0,0,0,83.33333333333334,-1.0,6,5,83.33333333333334,-1.0,6,5,100.0,0.0,7,7,96.41642824209238,-0.002219921929931659,0.061947187886864756,0.0597272659569331
baseline_r3_global_nasdaq_all_weather_ewma,2024-02-14,single_563020,94.16723990977374,-0.02251074972862588,0.3859364928508937,0.36342574312226783,94.62495404683182,-0.008503457157465144,0.15820250155169346,0.14969904439422832,98.9714489563092,-0.0007382696148174606,0.0717776350863732,0.07103936547155575,101.88567320627644,0.0010654541151881025,0.05650258547672826,0.057568039591916365,95.60833456990598,-0.0967951167773804,2.2040640007339527,2.1072688839565723,101.39630771469534,0.028498917867375795,2.041019867429007,2.069518785296383,101.39630771469534,0.012824513040319063,0.9184589403430532,0.9312834533833723,106.42201834862387,7.0,109,116,106.42201834862387,7.0,109,116,,0.0,0,0,150.0,3.0,6,9,150.0,3.0,6,9,100.0,0.0,7,7,99.45208825636934,-0.00033941591728108705,0.061947187886864756,0.06160777196958367
baseline_r3_global_nasdaq_all_weather_ewma,2024-04-14,single_515080,99.2587491896042,-0.0025132895717610015,0.33906061706954405,0.33654732749778304,99.31045120454662,-0.0010437517000507768,0.15136734440446742,0.15032359270441664,102.95186119933912,0.0021468116875391213,0.07272739273851223,0.07487420442605135,100.2604005039261,0.00014209000823373064,0.05456594979326812,0.05470803980150185,96.46299741221594,-0.07361554824185168,2.0812975510988174,2.0076820028569657,103.28907805509533,0.0653677821411498,1.987419606533332,2.052787388674482,103.28907805509533,0.0315568603440034,0.9594439479816085,0.9910008083256119,102.7027027027027,3.0,111,114,102.7027027027027,3.0,111,114,,0.0,0,0,100.0,0.0,8,8,100.0,0.0,8,8,100.0,0.0,7,7,102.54595590353752,0.001637570453426565,0.06432045626364612,0.06595802671707268
baseline_r3_global_nasdaq_all_weather_ewma,2024-04-14,single_563020,90.40769208927142,-0.032523738393327006,0.33906061706954405,0.30653687867621704,91.02436294711615,-0.013586183450333689,0.15136734440446742,0.13778116095413373,97.95110657347784,-0.00149010676910033,0.07272739273851223,0.0712372859694119,95.97463473985441,-0.0021964787868467006,0.05456594979326812,0.05236947100642142,92.92836613217268,-0.14718174251376448,2.0812975510988174,1.934115808585053,94.47157492335337,-0.10987300390578048,1.987419606533332,1.8775466026275516,94.47157492335337,-0.05304213981658368,0.9594439479816085,0.9064018081650248,93.69369369369369,-7.0,111,104,93.69369369369369,-7.0,111,104,,0.0,0,0,75.0,-2.0,8,6,75.0,-2.0,8,6,100.0,0.0,7,7,106.0244343982436,0.003874943692254329,0.06432045626364612,0.06819539995590045
baseline_r3_global_nasdaq_all_weather_ewma,2024-06-14,single_515080,103.23526726535795,0.011366766957265018,0.3513393492703438,0.36270611622760884,103.0132369328116,0.005137166470463583,0.17048664227244137,0.17562380874290495,104.38639104451251,0.0032084317586135724,0.07314513745023736,0.07635356920885093,106.69797207584169,0.0030199059736271128,0.04508687016655899,0.0481067761401861,98.68454680925277,-0.030660575039542337,2.3307993971359764,2.300138822096434,103.81024473346436,0.06872667804791632,1.80373395557268,1.8724606336205962,103.81024473346436,0.035931790182728074,0.9430310307143471,0.9789628208970752,107.5268817204301,7.0,93,100,107.5268817204301,7.0,93,100,,0.0,0,0,100.0,0.0,8,8,100.0,0.0,8,8,100.0,0.0,7,7,97.80674223392577,-0.001538450458892865,0.07014453488732343,0.06860608442843057
baseline_r3_global_nasdaq_all_weather_ewma,2024-06-14,single_563020,96.5923070012226,-0.01197256640703559,0.3513393492703438,0.33936678286330824,96.81306269190625,-0.005433302407896745,0.17048664227244137,0.16505333986454462,99.25401799535474,-0.0005456495626518093,0.07314513745023736,0.07259948788758555,97.42565177193211,-0.0011606930432240814,0.04508687016655899,0.04392617712333491,97.54069875179992,-0.05732137866680498,2.3307993971359764,2.2734780184691714,100.07508502689892,0.0013543341257269415,1.80373395557268,1.8050882896984068,100.07508502689892,0.0007080751030771326,0.9430310307143471,0.9437391058174243,103.2258064516129,3.0,93,96,103.2258064516129,3.0,93,96,,0.0,0,0,75.0,-2.0,8,6,75.0,-2.0,8,6,100.0,0.0,7,7,97.65071140224605,-0.001647897560055428,0.07014453488732343,0.068496637327268
baseline_r3_global_nasdaq_all_weather_ewma,2024-08-14,single_515080,98.03224346974913,-0.005864175041070618,0.2980132425388531,0.29214906749778247,98.13324150234943,-0.0030151452410183133,0.161517692021387,0.15850254678036868,102.89932538203499,0.0020001650867170206,0.06898725817773294,0.07098742326444996,107.13468891820335,0.0035682199981559304,0.0500122715799427,0.05358049157809863,95.36820687405823,-0.10844271179690246,2.3412684644643575,2.232825752667455,100.10196208535336,0.0017221885992124708,1.6890480351045445,1.690770223703757,100.10196208535336,0.0009885911776800205,0.96956743700762,0.9705560281853001,100.0,0.0,103,103,100.0,0.0,103,103,,0.0,0,0,85.71428571428571,-1.0,7,6,85.71428571428571,-1.0,7,6,100.0,0.0,7,7,98.8079403077275,-0.0009178785495588954,0.07699937809398501,0.07608149954442611
baseline_r3_global_nasdaq_all_weather_ewma,2024-08-14,single_563020,99.31230635947136,-0.00204941811687287,0.2980132425388531,0.2959638244219802,99.34801241470848,-0.0010530753000288495,0.161517692021387,0.16046461672135814,98.56409746788518,-0.000990589787010665,0.06898725817773294,0.06799666839072227,98.66883605984367,-0.0006657453249252487,0.0500122715799427,0.04934652625501745,100.79533518488184,0.018620931870427793,2.3412684644643575,2.3598893963347853,99.04280104073489,-0.016167550213508575,1.6890480351045445,1.672880484891036,99.04280104073489,-0.00928068941641036,0.96956743700762,0.9602867475912097,93.20388349514563,-7.0,103,96,93.20388349514563,-7.0,103,96,,0.0,0,0,71.42857142857143,-2.0,7,5,71.42857142857143,-2.0,7,5,100.0,0.0,7,7,99.89083317467849,-8.405777658250513e-05,0.07699937809398501,0.0769153203174025
baseline_r3_global_nasdaq_all_weather_ewma,2024-10-14,single_515080,100.71437253874879,0.0018742029441587427,0.26235652163244416,0.2642307245766029,100.68461414342482,0.00107369146525782,0.15683162195373668,0.1579053134189945,103.26515522932019,0.0021631391803163535,0.06624919884028699,0.06841233802060334,106.84298292030338,0.0030727507970030876,0.04490367479781543,0.04797642559481852,97.50105339970219,-0.0591575227113772,2.3672983930239675,2.3081408703125903,106.68447838279455,0.10629468417215548,1.5901717095196464,1.6964663936918019,106.68447838279458,0.06646714742278714,0.9943505478882155,1.0608176953110027,108.64197530864197,7.0,81,88,108.64197530864197,7.0,81,88,,0.0,0,0,83.33333333333334,-1.0,6,5,83.33333333333334,-1.0,6,5,100.0,0.0,7,7,105.76187720771625,0.00463176121143892,0.08038632279834257,0.08501808400978149
baseline_r3_global_nasdaq_all_weather_ewma,2024-10-14,single_563020,94.66702915751361,-0.013991396802019773,0.26235652163244416,0.2483651248304244,94.87709251205679,-0.008034338904530758,0.15683162195373668,0.14879728304920592,99.15584287560783,-0.000559247331863022,0.06624919884028699,0.06568995150842397,97.95289023429397,-0.0009192275119469517,0.04490367479781543,0.04398444728586848,95.6848227603503,-0.10215312145036304,2.3672983930239675,2.2651452715736045,96.66200950485835,-0.05307978052019724,1.5901717095196464,1.5370919289994491,96.66200950485836,-0.03319132677689751,0.9943505478882155,0.961159221111318,98.76543209876543,-1.0,81,80,98.76543209876543,-1.0,81,80,,0.0,0,0,116.66666666666667,1.0,6,7,116.66666666666667,1.0,6,7,100.0,0.0,7,7,101.33430663044625,0.0010726000350702036,0.08038632279834257,0.08145892283341277
baseline_r3_global_nasdaq_all_weather_ewma,2024-12-14,single_515080,100.20064323074358,0.00034946921091449923,0.17417443370472951,0.174523902915644,100.19602755608746,0.0002345633798890301,0.11965837077740904,0.11989293415729807,104.04956277782162,0.002771589198011279,0.06844168988293091,0.07121327908094219,106.68616478837573,0.0031726881966114284,0.0474515405621968,0.05062422875880823,96.29644265784887,-0.06475024775112082,1.748325778952623,1.6835755312015022,103.66233751808589,0.04926266178276584,1.3451152860567845,1.3943779478395504,103.66233751808589,0.03467651052865084,0.9468409276153902,0.981517438144041,110.44776119402985,7.0,67,74,110.44776119402985,7.0,67,74,,0.0,0,0,75.0,-1.0,4,3,75.0,-1.0,4,3,100.0,0.0,7,7,105.43174534057668,0.005122837140718178,0.09431291085112416,0.09943574799184234
baseline_r3_global_nasdaq_all_weather_ewma,2024-12-14,single_563020,101.17443852496504,0.0020455716500680232,0.17417443370472951,0.17622000535479754,101.14717611333475,0.0013726922471639647,0.11965837077740904,0.121031063024573,99.35835197923146,-0.00043915474851437264,0.06844168988293091,0.06800253513441654,98.76862617808032,-0.0005843058485804908,0.0474515405621968,0.04686723471361631,101.80037621243679,0.03147644144016315,1.748325778952623,1.7798022203927861,107.34673744144581,0.09882208835134465,1.3451152860567845,1.4439373744081292,107.34673744144582,0.06956191694005276,0.9468409276153902,1.016402844555443,111.94029850746267,8.0,67,75,111.94029850746267,8.0,67,75,,0.0,0,0,50.0,-2.0,4,2,50.0,-2.0,4,2,100.0,0.0,7,7,100.75407777083916,0.0007111926957596854,0.09431291085112416,0.09502410354688384
baseline_r3_global_nasdaq_all_weather_ewma,2025-02-14,single_515080,101.59435032179486,0.0027876520667435845,0.17484564268192448,0.17763329474866807,101.56722738327299,0.002113395657870276,0.1348493320386397,0.13696272769650997,103.94012561636643,0.0028213851492277092,0.07160647715159855,0.07442786230082626,102.95800804903976,0.0012721106707210827,0.04300565277819435,0.04427776344891543,97.71705275607266,-0.04299246704614368,1.8832001992382514,1.8402077321921078,103.58130989870955,0.04925962372442849,1.375463869858854,1.4247234935832824,103.58130989870955,0.03867110647525229,1.0798034118518107,1.118474518327063,108.95522388059702,6.0,67,73,108.95522388059702,6.0,67,73,,0.0,0,0,75.0,-1.0,4,3,75.0,-1.0,4,3,100.0,0.0,7,7,100.58215454483772,0.0006187773372160893,0.10629090551694782,0.10690968285416391
baseline_r3_global_nasdaq_all_weather_ewma,2025-02-14,single_563020,97.09223835751118,-0.005084094531468075,0.17484564268192448,0.1697615481504564,97.13964445268479,-0.00385717034948474,0.1348493320386397,0.13099216168915495,98.92546251898466,-0.0007694384358286205,0.07160647715159855,0.07083703871576993,96.10967150109076,-0.0016730611661720518,0.04300565277819435,0.041332591612022296,98.19478421346057,-0.033995827288791025,1.8832001992382514,1.8492043719494604,99.70839648425859,-0.004010901002261313,1.375463869858854,1.3714529688565926,99.70839648425857,-0.003148744712055729,1.0798034118518107,1.076654667139755,101.49253731343283,1.0,67,68,101.49253731343283,1.0,67,68,,0.0,0,0,75.0,-1.0,4,3,75.0,-1.0,4,3,100.0,0.0,7,7,98.93908502771856,-0.0011276561308028177,0.10629090551694782,0.105163249386145
baseline_r3_global_nasdaq_all_weather_ewma,2025-04-14,single_515080,98.58322358322495,-0.0024227649478039126,0.171005454291705,0.16858268934390108,98.59428194330876,-0.002137846040601854,0.15208213556236738,0.14994428952176553,104.8436950228564,0.002807098145452984,0.057953651751542164,0.06076074989699515,114.9068219519219,0.0049615400198544934,0.03328368740068577,0.03824522742054026,94.03930481638857,-0.15642073028397574,2.6242028063110006,2.467782076027025,95.50150806045603,-0.054690027745748715,1.2157413746815073,1.1610513469357586,95.50150806045603,-0.04904586118124077,1.0902734036289674,1.0412275424477266,98.18181818181819,-1.0,55,54,98.18181818181819,-1.0,55,54,,0.0,0,0,66.66666666666666,-1.0,3,2,66.66666666666666,-1.0,3,2,100.0,0.0,7,7,99.50726848322273,-0.0005812665099806241,0.11796820178713516,0.11738693527715453
baseline_r3_global_nasdaq_all_weather_ewma,2025-04-14,single_563020,90.91761560711274,-0.015531372691575784,0.171005454291705,0.1554740816001292,90.98327188601549,-0.013712832673600017,0.15208213556236738,0.13836930288876736,100.0868376209782,5.032557245103486e-05,0.057953651751542164,0.0580039773239932,102.8266477604966,0.0009408126045221676,0.03328368740068577,0.034224500005207936,90.90433272611003,-0.23868875585413196,2.6242028063110006,2.3855140504568686,90.6572879675441,-0.11358321569591401,1.2157413746815073,1.1021581589855933,90.6572879675441,-0.10186110446751007,1.0902734036289674,0.9884122991614573,85.45454545454545,-8.0,55,47,85.45454545454545,-8.0,55,47,,0.0,0,0,100.0,0.0,3,3,100.0,0.0,3,3,100.0,0.0,7,7,97.77184130037622,-0.002628518750909789,0.11796820178713516,0.11533968303622537
baseline_r3_global_nasdaq_all_weather_ewma,2025-06-14,single_515080,101.49236678340692,0.0021352305706527908,0.1430767954897989,0.1452120260604517,101.49731981158982,0.002257138023881833,0.15074521865073454,0.15300235667461637,104.8115492121513,0.002998587911251689,0.062320632691003734,0.06531922060225542,115.35461901216466,0.005103343718505182,0.03323653758170142,0.0383398813002066,96.83791583515946,-0.07648655802073101,2.4188653442938377,2.3423787862731067,101.87716876058292,0.0191671636688866,1.0210676882847018,1.0402348519535884,101.8771687605829,0.020125521852330852,1.072121072698937,1.0922465945512678,95.0,-2.0,40,38,95.0,-2.0,40,38,,0.0,0,0,100.0,0.0,1,1,100.0,0.0,1,1,100.0,0.0,7,7,101.59481670409669,0.0021271167572665672,0.13337687972558349,0.13550399648285005
baseline_r3_global_nasdaq_all_weather_ewma,2025-06-14,single_563020,90.49767982215351,-0.013595615207643297,0.1430767954897989,0.1294811802821556,90.46943290451416,-0.014366874206745095,0.15074521865073454,0.13637834444398944,99.92240348090587,-4.835864164565162e-05,0.062320632691003734,0.06227227404935808,102.82893123564062,0.0009402387932941902,0.03323653758170142,0.03417677637499561,90.53968855122856,-0.22883219509659458,2.4188653442938377,2.190033149197243,93.7848894081635,-0.06346048604440269,1.0210676882847018,0.9576072022402992,93.78488940816348,-0.0666335103466229,1.072121072698937,1.005487562352314,102.49999999999999,1.0,40,41,102.49999999999999,1.0,40,41,,0.0,0,0,100.0,0.0,1,1,100.0,0.0,1,1,100.0,0.0,7,7,104.5208738179421,0.006029800434702026,0.13337687972558349,0.1394066801602855
baseline_r3_global_nasdaq_all_weather_ewma,2025-08-14,single_515080,99.4673740733122,-0.0005821371945369247,0.10929569241156156,0.10871355521702464,99.45979952786227,-0.000766486496338814,0.14188926812773817,0.14112278163139935,105.9022938443678,0.0038022441898464127,0.06441977119581503,0.06822201538566144,114.6300839236248,0.004873831334405776,0.03331376197053437,0.03818759330494015,93.91656773178747,-0.13399205495740985,2.202573301548079,2.068581246590669,98.85941602847774,-0.01121378477883983,0.9831617012707602,0.9719479164919204,98.85941602847774,-0.014344536874455027,1.257648470661074,1.243303933786619,95.23809523809523,-2.0,42,40,95.23809523809523,-2.0,42,40,,0.0,0,0,,0.0,0,0,,0.0,0,0,100.0,0.0,7,7,99.4425293477032,-0.0009484812841840107,0.17014012850295007,0.16919164721876606
baseline_r3_global_nasdaq_all_weather_ewma,2025-08-14,single_563020,95.01165650151158,-0.005452044566540026,0.10929569241156156,0.10384364784502154,94.94382136076892,-0.007174174866436012,0.14188926812773817,0.13471509326130215,100.4663110982915,0.00030039654258007253,0.06441977119581503,0.0647201677383951,102.52098007155259,0.0008398333003616365,0.03331376197053437,0.03415359527089601,94.50314271804045,-0.1210723109166425,2.202573301548079,2.0815009906314366,99.70858675058543,-0.002865063460672723,0.9831617012707602,0.9802966378100875,99.70858675058543,-0.0036649542745661456,1.257648470661074,1.2539835163865078,102.38095238095238,1.0,42,43,102.38095238095238,1.0,42,43,,0.0,0,0,,0.0,0,0,,0.0,0,0,100.0,0.0,7,7,98.6883451785842,-0.002231651198671969,0.17014012850295007,0.1679084773042781
baseline_r3_global_nasdaq_all_weather_ewma,2025-10-14,single_515080,110.44121381193905,0.007933529283947305,0.07598282562584502,0.08391635490979232,110.68242970180475,0.01306031801221752,0.12225980771032874,0.13532012572254626,109.52307668313573,0.006021142384677353,0.06322686023667226,0.06924800262134961,115.72279640174763,0.0052172322129671045,0.03318259729158102,0.03839982950454812,101.05854679559738,0.020468789245216668,1.9336688118417231,1.9541376010869398,108.34911716492736,0.07132142775223871,0.8542391529950356,0.9255605807472743,108.34911716492736,0.11233124870977584,1.3454266659671812,1.457757914676957,97.14285714285714,-1.0,35,34,97.14285714285714,-1.0,35,34,,0.0,0,0,33.33333333333333,-2.0,3,1,33.33333333333333,-2.0,3,1,100.0,0.0,7,7,99.78738981838899,-0.0004175187525272961,0.19637759083955567,0.19596007208702837
baseline_r3_global_nasdaq_all_weather_ewma,2025-10-14,single_563020,93.46799792346377,-0.004963199747691105,0.07598282562584502,0.07101962587815391,93.34006527758713,-0.008142423385255393,0.12225980771032874,0.11411738432507335,105.12376205666503,0.003239593874427238,0.06322686023667226,0.0664664541110995,96.31602096681591,-0.0012224399268877528,0.03318259729158102,0.031960157364693265,88.79064395286186,-0.21675182189180453,1.9336688118417231,1.7169169899499186,91.11086741793724,-0.07593445087761863,0.8542391529950356,0.778304702117417,91.11086741793724,-0.1195967601322494,1.3454266659671812,1.2258299058349318,80.0,-7.0,35,28,80.0,-7.0,35,28,,0.0,0,0,33.33333333333333,-2.0,3,1,33.33333333333333,-2.0,3,1,100.0,0.0,7,7,101.64240074596566,0.0032253070168582476,0.19637759083955567,0.1996028978564139
baseline_r3_global_nasdaq_all_weather_ewma,2025-12-14,single_515080,86.74064310390892,-0.005648088101412263,0.042596998826371024,0.03694891072495876,86.45919725916372,-0.01284408209598853,0.09485465774679236,0.08201057565080383,109.62227552796871,0.006500411111276555,0.06755586131764832,0.07405627242892487,113.41765128123393,0.00464646375420219,0.03462948661291254,0.03927595036711473,78.87009902207765,-0.29668329089319756,1.4040921971342328,1.1074089062410353,99.8296672500468,-0.0013610952505133112,0.7990801832808223,0.797719088030309,99.8296672500468,-0.002956862095942814,1.73593281195489,1.7329759498589472,96.55172413793103,-1.0,29,28,96.55172413793103,-1.0,29,28,,0.0,0,0,,0.0,0,0,,0.0,0,0,100.0,0.0,7,7,99.87659656756246,-0.0003372038198741767,0.27325319337842086,0.2729159895585467
baseline_r3_global_nasdaq_all_weather_ewma,2025-12-14,single_563020,92.13022881260693,-0.0033522863403319114,0.042596998826371024,0.03924471248603911,91.9527813978981,-0.007633161663159971,0.09485465774679236,0.08722149608363239,100.31999009975195,0.00021617206801863298,0.06755586131764832,0.06777203338566695,101.53129305170707,0.0005302789223453619,0.03462948661291254,0.0351597655352579,91.65948013597885,-0.11710858861115159,1.4040921971342328,1.2869836085230812,100.51610222667759,0.004124070618851672,0.7990801832808223,0.803204253899674,100.51610222667757,0.00895918789612593,1.73593281195489,1.744891999851016,103.44827586206897,1.0,29,30,103.44827586206897,1.0,29,30,,0.0,0,0,,1.0,0,1,,1.0,0,1,100.0,0.0,7,7,99.29628189509135,-0.0019229321940449906,0.27325319337842086,0.27133026118437586
baseline_r3_global_nasdaq_all_weather_ewma,2026-02-14,single_515080,104.0154664941258,0.0009243832429080001,0.023020569198131113,0.023944952441039113,104.13269400710136,0.003377907976222394,0.08173622267745939,0.08511413065368179,108.241734523457,0.0035921500322402544,0.043584879153976026,0.04717702918621628,106.2883035422028,0.001519124575171893,0.024157939656961003,0.025677064232132896,96.20382975712093,-0.0711908859945074,1.8753343880730484,1.804143502078541,98.58262873337168,-0.00693066310364121,0.4889800764853993,0.4820494133817581,98.58262873337169,-0.02392502879613123,1.6879860174564467,1.6640609886603155,100.0,0.0,7,7,100.0,0.0,7,7,,0.0,0,0,,0.0,0,0,,0.0,0,0,100.0,0.0,7,7,101.67501811687785,0.007182142234880118,0.42877997333350093,0.43596211556838105
baseline_r3_global_nasdaq_all_weather_ewma,2026-02-14,single_563020,92.27180425081573,-0.0017790746502079902,0.023020569198131113,0.021241494547923123,92.07191818350044,-0.006480114607585241,0.08173622267745939,0.07525610806987415,101.68401015603143,0.0007339737914469832,0.043584879153976026,0.04431885294542301,105.11839755715913,0.0012364993932618695,0.024157939656961003,0.025394439050222872,90.54709589267625,-0.17727356139621175,1.8753343880730484,1.6980608266768367,100.52885106570386,0.002585976345572616,0.4889800764853993,0.49156605283097193,100.52885106570386,0.008926932042250701,1.6879860174564467,1.6969129494986974,100.0,0.0,7,7,100.0,0.0,7,7,,0.0,0,0,,0.0,0,0,,0.0,0,0,100.0,0.0,7,7,99.33034348654645,-0.002871353019812173,0.42877997333350093,0.42590862031368876
baseline_r3_global_nasdaq_all_weather_ewma,2026-04-14,single_515080,109.16871799969951,-0.0015328146262881814,-0.01671787294950522,-0.0182506875757934,108.71477808155178,-0.008994739059491663,-0.10321248545080597,-0.11220722451029763,116.2140404504027,0.00476830654366114,0.02940850282350634,0.03417680936716748,108.70484425205804,0.0019047785934539485,0.021881822790839833,0.023786601384293782,93.54702552308952,0.2264744785920172,-3.5096137355318815,-3.2831392569398643,97.92175110800734,-0.010398270368886853,0.5003380686957483,0.4899397983268614,97.92175110800734,-0.0671888239220384,3.2329536746494503,3.165764850727412,88.88888888888889,-1.0,9,8,88.88888888888889,-1.0,9,8,,0.0,0,0,,0.0,0,0,,0.0,0,0,100.0,0.0,7,7,100.53074799656856,0.004219332643068174,0.7949785341343567,0.7991978667774249
baseline_r3_global_nasdaq_all_weather_ewma,2026-04-14,single_563020,110.31342400912187,-0.0017241851225887617,-0.01671787294950522,-0.01844205807209398,109.79760367055636,-0.010112350263000613,-0.10321248545080597,-0.11332483571380658,105.2004960042094,0.0015293880142342557,0.02940850282350634,0.030937890837740595,106.33672417969066,0.0013865907557442103,0.021881822790839833,0.023268413546584044,104.36985360426725,-0.15336498231799833,-3.5096137355318815,-3.66297871784988,99.96205831141285,-0.0001898367119075317,0.5003380686957483,0.5001482319838407,99.96205831141283,-0.001226637215402615,3.2329536746494503,3.2317270374340477,88.88888888888889,-1.0,9,8,88.88888888888889,-1.0,9,8,,0.0,0,0,,1.0,0,1,,1.0,0,1,100.0,0.0,7,7,100.0877513546278,0.0006976044327031694,0.7949785341343567,0.7956761385670599
baseline_us_blend_ewma,2023-12-14,single_515080,89.93143254441327,-0.05967088178779312,0.5926452005313192,0.5329743187435261,91.03888564545072,-0.01934507323597967,0.21587798649348522,0.19653291325750555,98.22221319089745,-0.0013821960472484712,0.07774813268786826,0.07636593664061979,101.13971240464015,0.0006459264542365561,0.05667451293912229,0.057320439393358846,92.68665680390875,-0.2030646588061864,2.776632428719032,2.5735677699128456,91.70741897212788,-0.18505832605253936,2.2316131181660035,2.046554792113464,91.70741897212788,-0.07772449694206651,0.9372775096297215,0.8595530126876549,102.04081632653062,2.0,98,100,102.04081632653062,2.0,98,100,,0.0,0,0,100.0,0.0,7,7,100.0,0.0,7,7,100.0,0.0,6,6,105.10401890635768,0.002868709958577423,0.05620492422165779,0.059073634180235216
baseline_us_blend_ewma,2023-12-14,single_563020,96.49521353938367,-0.020770948747714124,0.5926452005313192,0.5718742517836051,96.9031582404027,-0.006685399635508071,0.21587798649348522,0.20919258685797715,98.83677399550305,-0.0009043864974360716,0.07774813268786826,0.07684374619043219,97.5483734677556,-0.00138944739623581,0.05667451293912229,0.05528506554288648,98.0436272078363,-0.05432128137385339,2.776632428719032,2.7223111473451787,98.84546483304784,-0.02576475823954416,2.2316131181660035,2.2058483599264593,98.84546483304784,-0.010821198460608472,0.9372775096297215,0.926456311169113,100.0,0.0,98,98,100.0,0.0,98,98,,0.0,0,0,114.28571428571428,1.0,7,8,114.28571428571428,1.0,7,8,100.0,0.0,6,6,104.76044539485028,0.002675604726788995,0.05620492422165779,0.05888052894844679
