slippage_scenario,start_date,run_id,raw_path,total_return,annualized_return,annualized_return_active,first_trade_date,active_observations,annualized_volatility,max_drawdown,sharpe_ratio,active_sharpe_ratio,annualized_turnover,trade_count,order_count,rejected_order_count,max_pending_intent_count,average_cash_weight,execution_slippage
default,2023-06-13,domestic_cvar_dynamic_budget_bond_30y_511090_capital_100k_default_start_20230613_sensitivity_20260804_142122_398993,D:\strategy\platform\results\sensitivity\risk_parity_cvar_dynamic_budget\20260804_142122\default\2023-06-13\risk_parity_cvar_dynamic_budget\domestic_cvar_dynamic_budget_bond_30y_511090_capital_100k_default_start_20230613_sensitivity_20260804_142122_398993,0.5023322810162401,0.14428673738351172,0.17260049851731551,2023-12-11,640,0.06629812579626732,-0.04453179590194456,2.176332070485698,2.391056194988864,0.6108196622762502,63,64,1,3,0.17959671758526596,0.0003006189155428535
default,2023-08-14,domestic_cvar_dynamic_budget_bond_30y_511090_capital_100k_default_start_20230814_sensitivity_20260804_142122_862664,D:\strategy\platform\results\sensitivity\risk_parity_cvar_dynamic_budget\20260804_142122\default\2023-08-14\risk_parity_cvar_dynamic_budget\domestic_cvar_dynamic_budget_bond_30y_511090_capital_100k_default_start_20230814_sensitivity_20260804_142122_862664,0.4377799401247202,0.13571434070347177,0.16605416250961214,2024-02-08,598,0.06774013092676402,-0.044009446283676756,2.0034555417407858,2.2385939644030164,0.668907935539371,64,65,1,3,0.1897029383835038,0.00028695065214918297
default,2023-10-13,domestic_cvar_dynamic_budget_bond_30y_511090_capital_100k_default_start_20231013_sensitivity_20260804_142123_333891,D:\strategy\platform\results\sensitivity\risk_parity_cvar_dynamic_budget\20260804_142122\default\2023-10-13\risk_parity_cvar_dynamic_budget\domestic_cvar_dynamic_budget_bond_30y_511090_capital_100k_default_start_20231013_sensitivity_20260804_142123_333891,0.33671789201187985,0.11337192032591425,0.1392412058509893,2024-04-12,560,0.06663103703558375,-0.04321069338250372,1.70148815581797,1.8966011402193883,0.6173123243908234,69,70,1,3,0.20915014090427542,0.00030658985988321695
default,2023-12-13,domestic_cvar_dynamic_budget_bond_30y_511090_capital_100k_default_start_20231213_sensitivity_20260804_142123_775009,D:\strategy\platform\results\sensitivity\risk_parity_cvar_dynamic_budget\20260804_142122\default\2023-12-13\risk_parity_cvar_dynamic_budget\domestic_cvar_dynamic_budget_bond_30y_511090_capital_100k_default_start_20231213_sensitivity_20260804_142123_775009,0.3569975012804001,0.12814947572050905,0.15951786841376547,2024-06-18,517,0.06769841672365981,-0.04501405523492896,1.8929464221239654,2.1236797780864305,0.5930969546512626,58,59,1,3,0.21894616611093723,0.00030274679988373597
default,2024-02-19,domestic_cvar_dynamic_budget_bond_30y_511090_capital_100k_default_start_20240219_sensitivity_20260804_142124_188604,D:\strategy\platform\results\sensitivity\risk_parity_cvar_dynamic_budget\20260804_142122\default\2024-02-19\risk_parity_cvar_dynamic_budget\domestic_cvar_dynamic_budget_bond_30y_511090_capital_100k_default_start_20240219_sensitivity_20260804_142124_188604,0.34945408112339993,0.13485692529749582,0.17366694986715014,2024-08-14,476,0.0689855420358247,-0.045483794469055705,1.9548578052407506,2.252058357715989,0.6066957733618175,50,51,1,3,0.23085984697959888,0.00029704930629270617
default,2024-04-15,domestic_cvar_dynamic_budget_bond_30y_511090_capital_100k_default_start_20240415_sensitivity_20260804_142124_661789,D:\strategy\platform\results\sensitivity\risk_parity_cvar_dynamic_budget\20260804_142122\default\2024-04-15\risk_parity_cvar_dynamic_budget\domestic_cvar_dynamic_budget_bond_30y_511090_capital_100k_default_start_20240415_sensitivity_20260804_142124_661789,0.21525489300620015,0.09186382706846996,0.1187686364346694,2024-10-16,438,0.05717863115700565,-0.04495971028544998,1.6066111624152548,1.8402464506242209,0.6101212447069712,48,49,1,3,0.24586307634947072,0.00030693004370286524
default,2024-06-13,domestic_cvar_dynamic_budget_bond_30y_511090_capital_100k_default_start_20240613_sensitivity_20260804_142125_101967,D:\strategy\platform\results\sensitivity\risk_parity_cvar_dynamic_budget\20260804_142122\default\2024-06-13\risk_parity_cvar_dynamic_budget\domestic_cvar_dynamic_budget_bond_30y_511090_capital_100k_default_start_20240613_sensitivity_20260804_142125_101967,0.1811758287150005,0.08403859334415298,0.10888692024308688,2024-12-10,399,0.05633821075850706,-0.04462147279570017,1.4916801973776415,1.694959120753973,0.6516890647505396,45,46,1,3,0.2673381181223389,0.00030562114830522753
default,2024-08-13,domestic_cvar_dynamic_budget_bond_30y_511090_capital_100k_default_start_20240813_sensitivity_20260804_142125_524749,D:\strategy\platform\results\sensitivity\risk_parity_cvar_dynamic_budget\20260804_142122\default\2024-08-13\risk_parity_cvar_dynamic_budget\domestic_cvar_dynamic_budget_bond_30y_511090_capital_100k_default_start_20240813_sensitivity_20260804_142125_524749,0.1327965274846401,0.06809173809122848,0.09184417144169932,2025-02-18,356,0.057189540065964294,-0.044371802301361174,1.190632727815073,1.387710780283665,0.6026480731474452,35,36,1,3,0.2840087865327541,0.00031811238580793243
default,2024-10-14,domestic_cvar_dynamic_budget_bond_30y_511090_capital_100k_default_start_20241014_sensitivity_20260804_142125_925877,D:\strategy\platform\results\sensitivity\risk_parity_cvar_dynamic_budget\20260804_142122\default\2024-10-14\risk_parity_cvar_dynamic_budget\domestic_cvar_dynamic_budget_bond_30y_511090_capital_100k_default_start_20241014_sensitivity_20260804_142125_925877,0.09069111501520011,0.050976087884240906,0.0747021269138346,2025-04-11,319,0.05297420889887198,-0.043490934901587175,0.9622812486271292,1.2031981842935568,0.6303776761378319,39,40,1,3,0.31423901276549304,0.00030165714976546033
default,2024-12-13,domestic_cvar_dynamic_budget_bond_30y_511090_capital_100k_default_start_20241213_sensitivity_20260804_142126_329233,D:\strategy\platform\results\sensitivity\risk_parity_cvar_dynamic_budget\20260804_142122\default\2024-12-13\risk_parity_cvar_dynamic_budget\domestic_cvar_dynamic_budget_bond_30y_511090_capital_100k_default_start_20241213_sensitivity_20260804_142126_329233,0.07665663557100011,0.048124269405946274,0.0694629764693151,2025-06-18,275,0.050894867483443545,-0.043644154288978165,0.945562328492189,1.1369958043104922,0.6257334143316708,35,36,1,3,0.34458050367636534,0.00026455428829489107
default,2025-02-13,domestic_cvar_dynamic_budget_bond_30y_511090_capital_100k_default_start_20250213_sensitivity_20260804_142126_708580,D:\strategy\platform\results\sensitivity\risk_parity_cvar_dynamic_budget\20260804_142122\default\2025-02-13\risk_parity_cvar_dynamic_budget\domestic_cvar_dynamic_budget_bond_30y_511090_capital_100k_default_start_20250213_sensitivity_20260804_142126_708580,0.0596224439365205,0.041489378523004605,0.0646491667933966,2025-08-08,238,0.0536266361931109,-0.047910750207540986,0.7736710983250988,0.9810597595002022,0.7038077929680532,35,36,1,3,0.37626967849745835,0.00026342727011173056
default,2025-04-14,domestic_cvar_dynamic_budget_bond_30y_511090_capital_100k_default_start_20250414_sensitivity_20260804_142127_072696,D:\strategy\platform\results\sensitivity\risk_parity_cvar_dynamic_budget\20260804_142122\default\2025-04-14\risk_parity_cvar_dynamic_budget\domestic_cvar_dynamic_budget_bond_30y_511090_capital_100k_default_start_20250414_sensitivity_20260804_142127_072696,0.029357531410200366,0.023194407048699794,0.04244211599199277,2025-10-14,197,0.05036471358331902,-0.044095901442071095,0.46052891793634404,0.6636096652416241,0.6461015647764834,17,18,1,3,0.4157334230880158,0.00024500359128984693
default,2025-06-13,domestic_cvar_dynamic_budget_bond_30y_511090_capital_100k_default_start_20250613_sensitivity_20260804_142127_413225,D:\strategy\platform\results\sensitivity\risk_parity_cvar_dynamic_budget\20260804_142122\default\2025-06-13\risk_parity_cvar_dynamic_budget\domestic_cvar_dynamic_budget_bond_30y_511090_capital_100k_default_start_20250613_sensitivity_20260804_142127_413225,0.04327361594412049,0.03914828959228234,0.07075751547012787,2025-12-09,157,0.050889243683106655,-0.04531512503759183,0.7692841700706611,1.0429975074064752,0.7875811954704509,21,22,1,3,0.46709205933912923,0.0002470594782450961
default,2025-08-13,domestic_cvar_dynamic_budget_bond_30y_511090_capital_100k_default_start_20250813_sensitivity_20260804_142127_748714,D:\strategy\platform\results\sensitivity\risk_parity_cvar_dynamic_budget\20260804_142122\default\2025-08-13\risk_parity_cvar_dynamic_budget\domestic_cvar_dynamic_budget_bond_30y_511090_capital_100k_default_start_20250813_sensitivity_20260804_142127_748714,0.014902476467760328,0.015989102461362092,0.033976014253251696,2026-02-10,114,0.04292839696510043,-0.037424039360856365,0.3724598073009989,0.5489418392616845,0.7178439076808448,13,13,0,3,0.526839155069873,0.0002097830780240903
default,2025-10-13,domestic_cvar_dynamic_budget_bond_30y_511090_capital_100k_default_start_20251013_sensitivity_20260804_142128_052807,D:\strategy\platform\results\sensitivity\risk_parity_cvar_dynamic_budget\20260804_142122\default\2025-10-13\risk_parity_cvar_dynamic_budget\domestic_cvar_dynamic_budget_bond_30y_511090_capital_100k_default_start_20251013_sensitivity_20260804_142128_052807,0.024776629183439924,0.03163979989938892,0.07179824302078952,2026-04-13,77,0.033847181786909326,-0.020183445144368206,0.9347838794550946,1.3224995124121404,0.7661356187115708,7,7,0,3,0.6350326544062397,0.0002098214713061884
