trade_date,open,high,low,close,volume,amount,adjust_factor,source,updated_at
2017-08-24,100.126,100.126,92.0,99.487,2782.0,27657872.0,1.0,simulated,2026-06-24T08:45:39
2017-08-25,99.487,100.53999999999996,98.02900000000002,100.45299999999997,2889.0,28791174.0,1.0,simulated,2026-06-24T08:45:39
2017-08-28,100.47715485577447,100.99354765901455,100.39561914999976,100.96629068520873,2726.0,27231186.0,1.0,simulated,2026-06-24T08:45:39
2017-08-29,100.96932031015056,100.96932031015056,100.28158169111464,100.34218794719916,531.0,5299552.0,1.0,simulated,2026-06-24T08:45:39
2017-08-30,100.37235909208219,100.72543224122903,100.22750856935528,100.65596785398283,411.0,4099607.0,1.0,simulated,2026-06-24T08:45:39
2017-08-31,97.56000849149261,100.95600041100168,97.56000849149261,101.0217989895896,1115.0,11143288.0,1.0,simulated,2026-06-24T08:45:39
2017-09-01,100.46717822072135,100.99560850240125,100.46717822072135,100.6217446645043,267.0,2665704.0,1.0,simulated,2026-06-24T08:45:39
2017-09-04,100.62476736726595,100.99052172610638,100.62476736726595,100.65801709764392,185.0,1849267.0,1.0,simulated,2026-06-24T08:45:39
2017-09-05,98.84093621069132,100.66887177363968,98.84093621069132,100.63382966487254,47.0,465406.0,1.0,simulated,2026-06-24T08:45:39
2017-09-06,100.57034782579287,101.02662047314116,100.51293603572917,100.63685260959056,826.0,8255089.0,1.0,simulated,2026-06-24T08:45:39
2017-09-07,100.15014876352481,101.02097595215157,100.15014876352481,100.48872535209233,426.0,4258319.0,1.0,simulated,2026-06-24T08:45:39
2017-09-08,100.27430269476234,100.9950641410851,100.27430269476234,100.9085105544708,366.0,3658059.0,1.0,simulated,2026-06-24T08:45:39
2017-09-11,100.93576648213228,101.05692574969113,100.46930330203081,101.02056270152366,862.0,8620788.0,1.0,simulated,2026-06-24T08:45:39
2017-09-12,100.87812085927762,101.11731921290742,100.87812085927762,100.91145831171819,237.0,2366807.0,1.0,simulated,2026-06-24T08:45:39
2017-09-13,100.82968895813133,101.14145534516354,100.82968895813133,101.01139863276882,199.0,1989393.0,1.0,simulated,2026-06-24T08:45:39
2017-09-14,99.23249895786202,101.21199804680298,99.23249895786202,101.05382554153998,347.0,3473908.0,1.0,simulated,2026-06-24T08:45:39
2017-09-15,100.20808113875354,101.61881157010627,100.20808113875354,101.61765514339756,171.0,1711662.0,1.0,simulated,2026-06-24T08:45:39
2017-09-18,101.14909526839135,101.92863518154626,101.14909526839135,101.86410546726448,680.0,6819123.0,1.0,simulated,2026-06-24T08:45:39
2017-09-19,101.11441750768452,101.8604181087109,101.11441750768452,101.39174110248848,212.0,2125625.0,1.0,simulated,2026-06-24T08:45:39
2017-09-20,101.40085533097123,101.99635394203962,101.40085533097123,101.70770102322417,717.0,7190835.0,1.0,simulated,2026-06-24T08:45:39
2017-09-21,101.38499661888011,102.08675954756379,101.38499661888011,101.87514198774232,516.0,5169979.0,1.0,simulated,2026-06-24T08:45:39
2017-09-22,101.3356954341375,102.57173115859217,101.3356954341375,102.40544537942161,1421.0,14244148.0,1.0,simulated,2026-06-24T08:45:39
2017-09-25,101.40232994097867,102.8424565132583,101.40232994097867,102.68680702678978,1109.0,11124494.0,1.0,simulated,2026-06-24T08:45:39
2017-09-26,101.6267061207984,102.54256356218646,101.6267061207984,102.0556486839163,2363.0,23728960.0,1.0,simulated,2026-06-24T08:45:39
2017-09-27,101.64982644129236,102.27672468932616,101.6467832459136,101.97936630748323,1010.0,10129438.0,1.0,simulated,2026-06-24T08:45:39
2017-09-28,101.98851563008473,102.37586011916011,101.98851563008473,102.32399079213891,933.0,9367143.0,1.0,simulated,2026-06-24T08:45:39
2017-09-29,101.6270774840792,101.6270774840792,100.77815668713136,101.04631639402943,355.0,3551955.0,1.0,simulated,2026-06-24T08:45:39
2017-10-09,101.62222280683407,101.62222280683407,101.3514330514506,101.4282332783104,1020.0,10217320.0,1.0,simulated,2026-06-24T08:45:39
2017-10-10,101.4191171352699,101.62269879710159,101.4191171352699,101.622710996508,598.0,5989936.0,1.0,simulated,2026-06-24T08:45:39
2017-10-11,101.52230532396653,101.53750828082717,94.93638441193828,100.99593619215827,357.0,3574362.0,1.0,simulated,2026-06-24T08:45:39
