code,trade_date,open_price,high_price,low_price,close_price,volume,amount,adjust_factor,turnover_rate,market,adjustment,data_source,created_at,updated_at
160520.SH,2016-11-22,0.964,0.967,0.963,0.967,1274.0,0.0,1.0,,sz,none,tencent,2026-04-07 15:46:48.990601,2026-04-07 15:46:48.990601
160520.SH,2016-11-23,0.967,0.967,0.961,0.961,492.0,0.0,1.0,,sz,none,tencent,2026-04-07 15:46:48.991404,2026-04-07 15:46:48.991404
160520.SH,2016-11-24,0.962,0.965,0.961,0.961,42.0,0.0,1.0,,sz,none,tencent,2026-04-07 15:46:48.991404,2026-04-07 15:46:48.991404
160520.SH,2016-11-25,0.962,0.965,0.962,0.963,214.0,0.0,1.0,,sz,none,tencent,2026-04-07 15:46:48.991404,2026-04-07 15:46:48.991404
160520.SH,2016-11-28,0.964,0.964,0.963,0.963,14.0,0.0,1.0,,sz,none,tencent,2026-04-07 15:46:48.991404,2026-04-07 15:46:48.991404
160520.SH,2016-11-29,0.963,0.964,0.958,0.961,1284.0,0.0,1.0,,sz,none,tencent,2026-04-07 15:46:48.991404,2026-04-07 15:46:48.991404
160520.SH,2016-11-30,0.958,0.958,0.958,0.958,1.0,0.0,1.0,,sz,none,tencent,2026-04-07 15:46:48.991404,2026-04-07 15:46:48.991404
160520.SH,2016-12-01,0.96,0.963,0.96,0.962,2127.0,0.0,1.0,,sz,none,tencent,2026-04-07 15:46:48.991404,2026-04-07 15:46:48.991404
160520.SH,2016-12-02,0.962,0.964,0.96,0.964,1603.0,0.0,1.0,,sz,none,tencent,2026-04-07 15:46:48.991404,2026-04-07 15:46:48.991404
160520.SH,2016-12-06,0.963,0.963,0.962,0.963,73.0,0.0,1.0,,sz,none,tencent,2026-04-07 15:46:48.991404,2026-04-07 15:46:48.991404
160520.SH,2016-12-08,0.961,0.961,0.961,0.961,100.0,0.0,1.0,,sz,none,tencent,2026-04-07 15:46:48.991404,2026-04-07 15:46:48.991404
160520.SH,2016-12-09,0.961,0.965,0.961,0.962,777.0,0.0,1.0,,sz,none,tencent,2026-04-07 15:46:48.991404,2026-04-07 15:46:48.991404
160520.SH,2016-12-12,0.963,0.963,0.96,0.96,466.0,0.0,1.0,,sz,none,tencent,2026-04-07 15:46:48.991404,2026-04-07 15:46:48.991404
160520.SH,2016-12-13,0.958,0.958,0.958,0.958,315.0,0.0,1.0,,sz,none,tencent,2026-04-07 15:46:48.991404,2026-04-07 15:46:48.991404
160520.SH,2016-12-19,0.956,0.956,0.956,0.956,5.0,0.0,1.0,,sz,none,tencent,2026-04-07 15:46:48.991404,2026-04-07 15:46:48.991404
160520.SH,2016-12-20,0.954,0.954,0.952,0.952,351.0,0.0,1.0,,sz,none,tencent,2026-04-07 15:46:48.991404,2026-04-07 15:46:48.991404
160520.SH,2016-12-22,0.952,0.952,0.952,0.952,49.0,0.0,1.0,,sz,none,tencent,2026-04-07 15:46:48.991404,2026-04-07 15:46:48.991404
160520.SH,2016-12-23,0.952,0.956,0.952,0.953,203.0,0.0,1.0,,sz,none,tencent,2026-04-07 15:46:48.991404,2026-04-07 15:46:48.991404
160520.SH,2016-12-26,0.957,0.957,0.957,0.957,316.0,0.0,1.0,,sz,none,tencent,2026-04-07 15:46:48.991404,2026-04-07 15:46:48.991404
160520.SH,2016-12-27,0.953,0.957,0.929,0.957,435.0,0.0,1.0,,sz,none,tencent,2026-04-07 15:46:48.991404,2026-04-07 15:46:48.991404
160520.SH,2016-12-28,0.954,0.958,0.954,0.958,157.0,0.0,1.0,,sz,none,tencent,2026-04-07 15:46:48.991404,2026-04-07 15:46:48.991404
160520.SH,2016-12-29,0.957,0.958,0.952,0.952,5.0,0.0,1.0,,sz,none,tencent,2026-04-07 15:46:48.991404,2026-04-07 15:46:48.991404
160520.SH,2016-12-30,0.952,0.952,0.952,0.952,157.0,0.0,1.0,,sz,none,tencent,2026-04-07 15:46:48.991404,2026-04-07 15:46:48.991404
160520.SH,2017-01-03,0.952,0.955,0.952,0.955,505.0,0.0,1.0,,sz,none,tencent,2026-04-07 15:46:48.991404,2026-04-07 15:46:48.991404
160520.SH,2017-01-04,0.953,0.954,0.949,0.953,549.0,0.0,1.0,,sz,none,tencent,2026-04-07 15:46:48.991404,2026-04-07 15:46:48.991404
160520.SH,2017-01-05,0.951,0.951,0.951,0.951,96.0,0.0,1.0,,sz,none,tencent,2026-04-07 15:46:48.991404,2026-04-07 15:46:48.991404
160520.SH,2017-01-06,0.95,0.951,0.949,0.949,805.0,0.0,1.0,,sz,none,tencent,2026-04-07 15:46:48.991404,2026-04-07 15:46:48.991404
160520.SH,2017-01-09,0.947,0.947,0.947,0.947,740.0,0.0,1.0,,sz,none,tencent,2026-04-07 15:46:48.991404,2026-04-07 15:46:48.991404
160520.SH,2017-01-10,0.949,0.95,0.949,0.95,158.0,0.0,1.0,,sz,none,tencent,2026-04-07 15:46:48.991404,2026-04-07 15:46:48.991404
160520.SH,2017-01-11,0.95,0.95,0.95,0.95,53.0,0.0,1.0,,sz,none,tencent,2026-04-07 15:46:48.991404,2026-04-07 15:46:48.991404
160520.SH,2017-01-12,0.947,0.96,0.942,0.96,2586.0,0.0,1.0,,sz,none,tencent,2026-04-07 15:46:48.991404,2026-04-07 15:46:48.991404
