slippage_scenario,start_date,run_id,raw_path,total_return,annualized_return,annualized_return_active,first_trade_date,active_observations,annualized_volatility,max_drawdown,sharpe_ratio,active_sharpe_ratio,annualized_turnover,trade_count,order_count,rejected_order_count,max_pending_intent_count,average_cash_weight,execution_slippage
default,2023-06-13,domestic_dividend_commodity_expected_shortfall_fixed_budget_511090_30y_100k_default_start_20230613_sensitivity_20260804_131457_943410,D:\strategy\platform\results\sensitivity\risk_parity_expected_shortfall_fixed_budget\20260804_131457\default\2023-06-13\risk_parity_expected_shortfall_fixed_budget\domestic_dividend_commodity_expected_shortfall_fixed_budget_511090_30y_100k_default_start_20230613_sensitivity_20260804_131457_943410,0.2992490643592802,0.09055725953608618,0.10750578524137167,2023-12-11,640,0.06268885804447313,-0.06244092514339539,1.4445511110099096,1.573737980159444,0.6239543143392754,59,59,0,6,0.17949479511202118,0.00033803065147194585
default,2023-08-14,domestic_dividend_commodity_expected_shortfall_fixed_budget_511090_30y_100k_default_start_20230814_sensitivity_20260804_131502_042578,D:\strategy\platform\results\sensitivity\risk_parity_expected_shortfall_fixed_budget\20260804_131457\default\2023-08-14\risk_parity_expected_shortfall_fixed_budget\domestic_dividend_commodity_expected_shortfall_fixed_budget_511090_30y_100k_default_start_20230814_sensitivity_20260804_131502_042578,0.2338701266898,0.07643729486530604,0.09319728094017332,2024-02-08,598,0.06348515037463713,-0.061928479340847,1.2040184895875021,1.3393484327199272,0.6283092426004312,57,57,0,6,0.18927198374181167,0.00034212706266456463
default,2023-10-13,domestic_dividend_commodity_expected_shortfall_fixed_budget_511090_30y_100k_default_start_20231013_sensitivity_20260804_131506_137594,D:\strategy\platform\results\sensitivity\risk_parity_expected_shortfall_fixed_budget\20260804_131457\default\2023-10-13\risk_parity_expected_shortfall_fixed_budget\domestic_dividend_commodity_expected_shortfall_fixed_budget_511090_30y_100k_default_start_20231013_sensitivity_20260804_131506_137594,0.16121905866320008,0.05686884829047578,0.06923185436641455,2024-04-12,560,0.06420983580702551,-0.06560156217800861,0.8856719157698498,0.9777739440914491,0.6910308956692364,60,61,1,6,0.19611162742705426,0.00035052539759919713
default,2023-12-13,domestic_dividend_commodity_expected_shortfall_fixed_budget_511090_30y_100k_default_start_20231213_sensitivity_20260804_131510_126679,D:\strategy\platform\results\sensitivity\risk_parity_expected_shortfall_fixed_budget\20260804_131457\default\2023-12-13\risk_parity_expected_shortfall_fixed_budget\domestic_dividend_commodity_expected_shortfall_fixed_budget_511090_30y_100k_default_start_20231213_sensitivity_20260804_131510_126679,0.17623445624084,0.06621302722908529,0.08201708337610847,2024-06-18,517,0.06382345905293621,-0.05167991206249678,1.0374402799786695,1.1569553071849947,0.6148627895123739,49,50,1,6,0.2097144918609917,0.00035555740421736146
default,2024-02-19,domestic_dividend_commodity_expected_shortfall_fixed_budget_511090_30y_100k_default_start_20240219_sensitivity_20260804_131513_768473,D:\strategy\platform\results\sensitivity\risk_parity_expected_shortfall_fixed_budget\20260804_131457\default\2024-02-19\risk_parity_expected_shortfall_fixed_budget\domestic_dividend_commodity_expected_shortfall_fixed_budget_511090_30y_100k_default_start_20240219_sensitivity_20260804_131513_768473,0.20257795650159993,0.08097747291524193,0.10382326448669654,2024-08-14,476,0.06340742293632537,-0.038033293293990744,1.2770976829725544,1.4631098330428403,0.577906324893197,46,46,0,6,0.22591282115506567,0.00035399583346823986
default,2024-04-15,domestic_dividend_commodity_expected_shortfall_fixed_budget_511090_30y_100k_default_start_20240415_sensitivity_20260804_131517_045908,D:\strategy\platform\results\sensitivity\risk_parity_expected_shortfall_fixed_budget\20260804_131457\default\2024-04-15\risk_parity_expected_shortfall_fixed_budget\domestic_dividend_commodity_expected_shortfall_fixed_budget_511090_30y_100k_default_start_20240415_sensitivity_20260804_131517_045908,0.12338009468495992,0.053847332057142205,0.06939142954185185,2024-10-16,438,0.055517257278178404,-0.03911125000589333,0.9699206102227139,1.1064387749882163,0.6060561217407822,40,41,1,6,0.23703467005478884,0.0003796144642054146
default,2024-06-13,domestic_dividend_commodity_expected_shortfall_fixed_budget_511090_30y_100k_default_start_20240613_sensitivity_20260804_131520_174275,D:\strategy\platform\results\sensitivity\risk_parity_expected_shortfall_fixed_budget\20260804_131457\default\2024-06-13\risk_parity_expected_shortfall_fixed_budget\domestic_dividend_commodity_expected_shortfall_fixed_budget_511090_30y_100k_default_start_20240613_sensitivity_20260804_131520_174275,0.11619433309199989,0.05471579037106111,0.07153460355672214,2024-12-10,399,0.054297888130325496,-0.03858518344812778,1.0076964731985998,1.1540667913490419,0.6103613503376544,36,37,1,6,0.2532062639003733,0.00037045848356777946
default,2024-08-13,domestic_dividend_commodity_expected_shortfall_fixed_budget_511090_30y_100k_default_start_20240813_sensitivity_20260804_131523_142770,D:\strategy\platform\results\sensitivity\risk_parity_expected_shortfall_fixed_budget\20260804_131457\default\2024-08-13\risk_parity_expected_shortfall_fixed_budget\domestic_dividend_commodity_expected_shortfall_fixed_budget_511090_30y_100k_default_start_20240813_sensitivity_20260804_131523_142770,0.06129326911347999,0.03192680996349728,0.04333000926050423,2025-02-18,356,0.05450742305721631,-0.042941114502539346,0.585733248295077,0.6864501627537483,0.6105601775803722,34,35,1,6,0.27985883301980646,0.0003976312062388035
default,2024-10-14,domestic_dividend_commodity_expected_shortfall_fixed_budget_511090_30y_100k_default_start_20241014_sensitivity_20260804_131525_789027,D:\strategy\platform\results\sensitivity\risk_parity_expected_shortfall_fixed_budget\20260804_131457\default\2024-10-14\risk_parity_expected_shortfall_fixed_budget\domestic_dividend_commodity_expected_shortfall_fixed_budget_511090_30y_100k_default_start_20241014_sensitivity_20260804_131525_789027,0.054571086643200095,0.03089913301178404,0.04537342820078849,2025-04-11,319,0.05100434875634117,-0.04372553940338186,0.6058136956006615,0.7578960297537962,0.6425091261638012,34,35,1,6,0.3015311428643836,0.00033082734269372817
default,2024-12-13,domestic_dividend_commodity_expected_shortfall_fixed_budget_511090_30y_100k_default_start_20241213_sensitivity_20260804_131528_250961,D:\strategy\platform\results\sensitivity\risk_parity_expected_shortfall_fixed_budget\20260804_131457\default\2024-12-13\risk_parity_expected_shortfall_fixed_budget\domestic_dividend_commodity_expected_shortfall_fixed_budget_511090_30y_100k_default_start_20241213_sensitivity_20260804_131528_250961,0.040940143680000096,0.025862414190154892,0.0368247742780623,2025-06-18,275,0.051349899650906014,-0.038706423935097156,0.5036507250447679,0.5971052996584816,0.7180303088369603,32,33,1,6,0.3280398462314424,0.0003256624524183632
