YearMonth,能源化工ETF (159981),豆粕ETF (159985),沪深300ETF (510300),红利低波ETF (512890),黄金ETF (518880),中债30年国债指数 (CBA21801),组合月度总收益率
2023-04,-0.0014373832763440726,-0.0010795061160963747,-0.000931548739146603,0.007557292422303019,7.157113446333574e-05,0.008479583394055783,0.01344533115039126
2023-05,-0.005393412557423161,-0.002302718493941232,-0.006760060154837559,-0.003976082470931481,0.00239945961431879,0.003994635210905623,-0.012031364553559687
2023-06,0.002778799957930776,0.007650778019708581,0.0013948259409734824,-0.000253661119921406,-0.00034998681775190454,0.008281325053239759,0.01881502665948309
2023-07,0.003722854472932679,0.009687455584822612,0.0031158575734730664,0.0024794882555117365,0.0011257274373091247,0.006733643961745116,0.02716926215038229
2023-08,0.0034550436608589328,0.008331681590206209,-0.003747226319043031,-0.0015617541345570262,0.0015305449791154274,0.015317751886887637,0.023546405804538484
2023-09,-0.0010209356399059984,-0.0033228670447131552,-0.0011456605351369115,0.0008305587709186283,-0.0010646908009203952,-0.012878014315360932,-0.018474219765488686
2023-10,-0.0013755465238131808,-0.0014528821247506184,-0.0018348505829316145,-0.0023406037974090894,0.005262574495422775,-0.0006871955996770461,-0.002553037626807031
2023-11,0.0005133401901009993,-0.0006223009987299162,-0.0012509163114340278,-8.652569045712355e-05,-0.0008160097859553223,0.007059988260721629,0.0047735627560159255
2023-12,0.0005756582072243274,-0.0016490412552105438,-0.001413719163319357,-0.0005811936466813201,0.0016207309172222456,0.014264509564592017,0.012619286858704726
2024-01,0.0002890743722469454,-0.006407855968155638,-0.006550247815339643,0.003395287934292409,0.0001318143709003196,0.02334434234221783,0.01588951119832327
2024-02,-0.0006462500404705019,0.0005444255925680745,0.006504112807509742,0.003820996128482698,-0.00016164233123940074,0.016683770266147032,0.027039727334758457
2024-03,-0.000893398133636303,0.003934652915317359,0.0005180910071750412,0.000857039384594435,0.012446886252521324,-0.002686388226035401,0.014112052552465837
2024-04,0.0011263767706475604,0.0013304339632663111,0.0016302896404329994,0.001938702692479523,0.004188300851533616,-0.0005428958765116079,0.009789691448037763
2024-05,0.0032647797768777594,0.0017998200705931985,-0.0003585731640725731,0.0034067136744065935,0.0009931198995305921,0.0010434603862945217,0.010035717881235584
2024-06,-0.0021508367424044137,-0.0019140063378439694,-0.0022683025076846576,-0.0019490919844376347,-0.0009061238001624879,0.015751478501571124,0.0065219997910157534
2024-07,-0.004289637380125302,-0.004583210675083703,0.0005063440666931837,-0.0026234920760468015,0.0027682015295135585,0.00987639189424346,0.0015953463316609184
2024-08,-0.004358847802159606,-0.0021586556657496305,-0.005198384037620735,-0.0015596939587130974,0.0015390414909104428,0.0028913375444751875,-0.009432734641219853
2024-09,-0.0006942070763369026,0.002813887317762438,0.04211107199451261,0.009110386731456477,0.0028587645224462566,0.001972892407319111,0.05852063677287078
2024-10,-0.001576758478392168,-0.003472806974506016,-0.009659127742086871,-0.004431054326536037,0.005771388417490203,0.0033630742440763878,-0.00543306457755266
2024-11,-0.0007288602118373034,0.00026694830208491614,0.0009243325625290526,0.0013364674426363176,-0.00257258151741186,0.012713199693031925,0.010271887005109281
2024-12,0.0009585014872174146,-0.0034883683458600025,0.0005395234726114579,0.001651084526327343,0.0002921466146863688,0.026171007679207627,0.026350497414337593
2025-01,-0.0008470254623464506,0.0038012338265349856,-0.002736052529651629,-0.0011288098271192545,0.0048260999330925255,0.008375247794534711,0.012289734121395224
2025-02,-0.0009266233798805846,0.0035445572881647167,0.001996360695317002,-0.0005030873879230141,0.004202253129893446,-0.008905579306305322,-0.0008566831873280112
2025-03,-0.005399064361546411,-0.0022515970913650303,-0.0002526908320953251,0.0013014597344795284,0.010028600439322332,-0.009231449474540547,-0.005931514050819264
2025-04,-0.011242878414478066,-0.0011345442439080955,-0.002085040117041043,-0.00029883155023445007,0.00813750992863503,0.019529674219231,0.012758157712518647
2025-05,-0.00012507927529672286,0.0007612067846823937,0.0019730243285314003,0.0054188623451547485,-0.00014807551074888644,-0.007402910454859794,0.0010640102838357368
2025-06,0.0026627020496006546,-1.7351718124549332e-05,0.0007166060830685929,0.002892807510929741,-0.0005572455601467544,0.0050369401180038915,0.01342740216546301
2025-07,0.0009671266553258307,0.0014035817723776554,0.005153799922544981,-0.0006142014079115587,0.0003881003052372384,-0.003968154619799832,0.003271979259259261
2025-08,-0.0022425515410828423,0.0025054175572773703,0.0133710580176536,0.001515843263792855,0.0014365391100603201,-0.009995839313762543,0.0065221482742077175
2025-09,-0.0018122171629176812,-0.0031358128172565836,0.004255171758549947,-0.005834410706011825,0.009015272027841173,-0.01078560261168039,-0.008349865842277482
2025-10,-0.003253139769014395,0.0011574775064648205,0.00046600174945890006,0.005201349965162882,0.004638954432044092,0.01040265484004578,0.018583113437505627
2025-11,-3.7130639485563914e-05,0.0038031377029725142,-0.0035439786610368344,0.0016709461952214056,0.0019039751612343117,-0.00686457562436104,-0.0031335395256811838
2025-12,0.002452692034997408,-0.004333236245764548,0.003533532936215206,-0.002980551623993016,0.0016669155841067833,-0.009836833939815501,-0.009559668539993238
2026-01,0.002595776429792934,0.0019107604274149776,-6.142753502986716e-05,-0.0008728017847000075,0.015516218433848001,0.001995281658858195,0.02326072127114931
2026-02,-0.0019553648138597416,0.0026265871913782974,0.00032414868385350075,0.0004410398675445052,-0.0029316630835917127,0.001790074250500586,-0.00040893435605759976
2026-03,0.021581116230775788,0.004528603437099211,-0.005278092278181455,0.0026739394173354233,-0.001619058074785396,-0.0034476429820286926,0.017556041649783305
2026-04,-0.0017359496626692039,0.004096713768075095,0.007280426871410426,-0.0013221908886273267,-3.551312854904796e-05,0.007887254598730683,0.01782639101796124
2026-05,-0.003968633004697557,-0.004565429462562754,0.0019917951639419895,-0.0027808624405387975,-0.0006276369945076542,0.0051558406462373415,-0.004869506147558433
2026-06,-0.00479425882867588,-0.003646108296017545,0.0026487377275738024,-0.013428550307804061,-0.0022858022227048177,0.000352550300681341,-0.021361168604110747
2026-07,0.001961858596312113,0.004173566899500951,-0.009049918199572418,0.018452917646851412,0.00013127428528626238,0.009286768891465787,0.02506930253536721
2026-08,8.480759793674297e-05,0.00027160603260786284,-0.001317012109135273,-0.0001324772281495395,-3.5475073646742643e-05,0.00021685801660652584,-0.0013736014111649375
