Name,Codes,Total Return,Annualized Return,Volatility,Max Drawdown,Sharpe Ratio,Turnover,Trades
Case1_Baseline_r3b,"510300,512890,513500,518880,511260,159985,159981",0.34595840757706364,0.08336909375058044,0.04225508809109862,-0.03206814562078253,1.9729953839131344,959913.2891066319,84
Case2_Nasdaq_r3c,"510300,512890,513100,518880,511260,159985,159981",0.3419980312075499,0.08250901648581799,0.04229080146288709,-0.02976736948107883,1.9509920273850798,914429.3964495943,81
Case3_US_Equity_Blend,"510300,512890,513500,513100,518880,511260,159985,159981",0.3639432259615598,0.08725177149477559,0.046727656659930235,-0.04656171270167586,1.8672404680972474,932947.3069942177,85
Case4_Hang_Seng_Focus,"510300,512890,159920,518880,511260,159985,159981",0.31456478297833423,0.07649984199571369,0.04371844532388959,-0.039600863692984434,1.7498298813912985,924445.293880355,78
Case5_HS500_Mid_Cap,"510500,512890,513500,518880,511260,159985,159981",0.34843529222733194,0.08390606103092657,0.04298216069409458,-0.033780259834849335,1.9521136135544397,857658.4562220275,72
Case6_Pure_Broad_Market,"510300,513500,518880,511260,159985,159981",0.3444912445434327,0.08305068493107903,0.040237644085542465,-0.03084314742998384,2.064004660772857,1014127.5600118639,77
Case7_Global_Broad_AW_Ultimate,"510300,510500,512890,513500,513100,159920,518880,511260,159985,159981,159980",0.3796755024108085,0.09061760774441874,0.05721707364941388,-0.050632282305283605,1.583751177133943,914969.4700816912,106
Case8_Global_Dividend_AW,"512890,513500,513100,518880,511260,159985,159981",0.37858379834693445,0.09038495136690394,0.04512849916282487,-0.03984980604157051,2.0028353045997065,846541.0152375788,72
