trade_date,unit_nav,cum_nav,source,updated_at
2013-03-28,1.0164,1.0164,eastmoney_f10,2026-07-29T23:50:46
2013-03-29,1.0155,1.0155,eastmoney_f10,2026-07-29T23:50:46
2013-04-01,1.0152,1.0152,eastmoney_f10,2026-07-29T23:50:46
2013-04-02,1.0168,1.0168,eastmoney_f10,2026-07-29T23:50:46
2013-04-03,1.0158,1.0158,eastmoney_f10,2026-07-29T23:50:46
2013-04-08,0.9888,0.9888,eastmoney_f10,2026-07-29T23:50:46
2013-04-09,0.9955,0.9955,eastmoney_f10,2026-07-29T23:50:46
2013-04-10,1.0018,1.0018,eastmoney_f10,2026-07-29T23:50:46
2013-04-11,1.0053,1.0053,eastmoney_f10,2026-07-29T23:50:46
2013-04-12,1.0036,1.0036,eastmoney_f10,2026-07-29T23:50:46
2013-04-15,0.9886,0.9886,eastmoney_f10,2026-07-29T23:50:46
2013-04-16,0.9834,0.9834,eastmoney_f10,2026-07-29T23:50:46
2013-04-17,0.9778,0.9778,eastmoney_f10,2026-07-29T23:50:46
2013-04-18,0.9763,0.9763,eastmoney_f10,2026-07-29T23:50:46
2013-04-19,0.9981,0.9981,eastmoney_f10,2026-07-29T23:50:46
2013-04-22,0.9999,0.9999,eastmoney_f10,2026-07-29T23:50:46
2013-04-23,0.9885,0.9885,eastmoney_f10,2026-07-29T23:50:46
2013-04-24,1.0056,1.0056,eastmoney_f10,2026-07-29T23:50:46
2013-04-25,1.0139,1.0139,eastmoney_f10,2026-07-29T23:50:46
2013-04-26,1.0192,1.0192,eastmoney_f10,2026-07-29T23:50:46
2013-05-02,1.0232,1.0232,eastmoney_f10,2026-07-29T23:50:46
2013-05-03,1.0254,1.0254,eastmoney_f10,2026-07-29T23:50:46
2013-05-06,1.0347,1.0347,eastmoney_f10,2026-07-29T23:50:46
2013-05-07,1.0398,1.0398,eastmoney_f10,2026-07-29T23:50:46
2013-05-08,1.0468,1.0468,eastmoney_f10,2026-07-29T23:50:46
2013-05-09,1.0448,1.0448,eastmoney_f10,2026-07-29T23:50:46
2013-05-10,1.0512,1.0512,eastmoney_f10,2026-07-29T23:50:46
2013-05-13,1.0373,1.0373,eastmoney_f10,2026-07-29T23:50:46
2013-05-14,1.0345,1.0345,eastmoney_f10,2026-07-29T23:50:46
2013-05-15,1.04,1.04,eastmoney_f10,2026-07-29T23:50:46
2013-05-16,1.0424,1.0424,eastmoney_f10,2026-07-29T23:50:46
2013-05-17,1.0405,1.0405,eastmoney_f10,2026-07-29T23:50:46
2013-05-20,1.0583,1.0583,eastmoney_f10,2026-07-29T23:50:46
2013-05-21,1.0516,1.0516,eastmoney_f10,2026-07-29T23:50:46
2013-05-22,1.0488,1.0488,eastmoney_f10,2026-07-29T23:50:46
2013-05-23,1.0235,1.0235,eastmoney_f10,2026-07-29T23:50:46
2013-05-24,1.0206,1.0206,eastmoney_f10,2026-07-29T23:50:46
2013-05-27,1.0225,1.0225,eastmoney_f10,2026-07-29T23:50:46
2013-05-28,1.0332,1.0332,eastmoney_f10,2026-07-29T23:50:46
2013-05-29,1.0176,1.0176,eastmoney_f10,2026-07-29T23:50:46
2013-05-30,1.0151,1.0151,eastmoney_f10,2026-07-29T23:50:46
2013-05-31,1.0109,1.0109,eastmoney_f10,2026-07-29T23:50:46
2013-06-03,1.0062,1.0062,eastmoney_f10,2026-07-29T23:50:46
2013-06-04,1.0068,1.0068,eastmoney_f10,2026-07-29T23:50:46
2013-06-05,0.9981,0.9981,eastmoney_f10,2026-07-29T23:50:46
2013-06-06,0.9875,0.9875,eastmoney_f10,2026-07-29T23:50:46
2013-06-07,0.9764,0.9764,eastmoney_f10,2026-07-29T23:50:46
2013-06-13,0.9496,0.9496,eastmoney_f10,2026-07-29T23:50:46
2013-06-14,0.9534,0.9534,eastmoney_f10,2026-07-29T23:50:46
2013-06-17,0.968,0.968,eastmoney_f10,2026-07-29T23:50:46
2013-06-18,0.9687,0.9687,eastmoney_f10,2026-07-29T23:50:46
2013-06-19,0.9584,0.9584,eastmoney_f10,2026-07-29T23:50:46
2013-06-20,0.9318,0.9318,eastmoney_f10,2026-07-29T23:50:46
2013-06-21,0.9282,0.9282,eastmoney_f10,2026-07-29T23:50:46
2013-06-24,0.9086,0.9086,eastmoney_f10,2026-07-29T23:50:46
2013-06-25,0.9095,0.9095,eastmoney_f10,2026-07-29T23:50:46
2013-06-26,0.9313,0.9313,eastmoney_f10,2026-07-29T23:50:46
2013-06-27,0.9366,0.9366,eastmoney_f10,2026-07-29T23:50:46
2013-06-28,0.9534,0.9534,eastmoney_f10,2026-07-29T23:50:46
2013-06-30,0.9533,0.9533,eastmoney_f10,2026-07-29T23:50:46
2013-07-01,0.9536,0.9536,eastmoney_f10,2026-07-29T23:50:46
2013-07-02,0.9467,0.9467,eastmoney_f10,2026-07-29T23:50:46
2013-07-03,0.9245,0.9245,eastmoney_f10,2026-07-29T23:50:46
2013-07-04,0.9383,0.9383,eastmoney_f10,2026-07-29T23:50:46
2013-07-05,0.9563,0.9563,eastmoney_f10,2026-07-29T23:50:46
2013-07-08,0.9443,0.9443,eastmoney_f10,2026-07-29T23:50:46
2013-07-09,0.9477,0.9477,eastmoney_f10,2026-07-29T23:50:46
2013-07-10,0.956,0.956,eastmoney_f10,2026-07-29T23:50:46
2013-07-11,0.9786,0.9786,eastmoney_f10,2026-07-29T23:50:46
2013-07-12,0.972,0.972,eastmoney_f10,2026-07-29T23:50:46
2013-07-15,0.9735,0.9735,eastmoney_f10,2026-07-29T23:50:46
2013-07-16,0.9741,0.9741,eastmoney_f10,2026-07-29T23:50:46
2013-07-17,0.9762,0.9762,eastmoney_f10,2026-07-29T23:50:46
2013-07-18,0.9762,0.9762,eastmoney_f10,2026-07-29T23:50:46
2013-07-19,0.9774,0.9774,eastmoney_f10,2026-07-29T23:50:46
2013-07-22,0.9792,0.9792,eastmoney_f10,2026-07-29T23:50:46
2013-07-23,1.0011,1.0011,eastmoney_f10,2026-07-29T23:50:46
2013-07-24,1.0032,1.0032,eastmoney_f10,2026-07-29T23:50:46
2013-07-25,1.0013,1.0013,eastmoney_f10,2026-07-29T23:50:46
2013-07-26,1.0037,1.0037,eastmoney_f10,2026-07-29T23:50:46
2013-07-29,0.9982,0.9982,eastmoney_f10,2026-07-29T23:50:46
2013-07-30,1.0036,1.0036,eastmoney_f10,2026-07-29T23:50:46
2013-07-31,1.0008,1.0008,eastmoney_f10,2026-07-29T23:50:46
2013-08-01,1.0099,1.0099,eastmoney_f10,2026-07-29T23:50:46
2013-08-02,1.0153,1.0153,eastmoney_f10,2026-07-29T23:50:46
2013-08-05,1.0159,1.0159,eastmoney_f10,2026-07-29T23:50:46
2013-08-06,1.0015,1.0015,eastmoney_f10,2026-07-29T23:50:46
2013-08-07,0.9863,0.9863,eastmoney_f10,2026-07-29T23:50:46
2013-08-08,0.9889,0.9889,eastmoney_f10,2026-07-29T23:50:46
2013-08-09,0.9952,0.9952,eastmoney_f10,2026-07-29T23:50:46
2013-08-12,1.0154,1.0154,eastmoney_f10,2026-07-29T23:50:46
2013-08-13,1.0284,1.0284,eastmoney_f10,2026-07-29T23:50:46
2013-08-14,1.0286,1.0286,eastmoney_f10,2026-07-29T23:50:46
2013-08-15,1.0281,1.0281,eastmoney_f10,2026-07-29T23:50:46
2013-08-16,1.0268,1.0268,eastmoney_f10,2026-07-29T23:50:46
2013-08-19,1.0251,1.0251,eastmoney_f10,2026-07-29T23:50:46
2013-08-20,1.0032,1.0032,eastmoney_f10,2026-07-29T23:50:46
2013-08-21,0.9971,0.9971,eastmoney_f10,2026-07-29T23:50:46
2013-08-22,1.0009,1.0009,eastmoney_f10,2026-07-29T23:50:46
2013-08-23,0.9996,0.9996,eastmoney_f10,2026-07-29T23:50:46
2013-08-26,1.0053,1.0053,eastmoney_f10,2026-07-29T23:50:46
2013-08-27,0.9996,0.9996,eastmoney_f10,2026-07-29T23:50:46
2013-08-28,0.9834,0.9834,eastmoney_f10,2026-07-29T23:50:46
2013-08-29,0.992,0.992,eastmoney_f10,2026-07-29T23:50:46
2013-08-30,0.9934,0.9934,eastmoney_f10,2026-07-29T23:50:46
2013-09-02,1.0131,1.0131,eastmoney_f10,2026-07-29T23:50:46
2013-09-03,1.0232,1.0232,eastmoney_f10,2026-07-29T23:50:46
2013-09-04,1.0206,1.0206,eastmoney_f10,2026-07-29T23:50:46
2013-09-05,1.0347,1.0347,eastmoney_f10,2026-07-29T23:50:46
2013-09-06,1.0364,1.0364,eastmoney_f10,2026-07-29T23:50:46
2013-09-09,1.0404,1.0404,eastmoney_f10,2026-07-29T23:50:46
2013-09-10,1.05,1.05,eastmoney_f10,2026-07-29T23:50:46
2013-09-11,1.0481,1.0481,eastmoney_f10,2026-07-29T23:50:46
2013-09-12,1.0486,1.0486,eastmoney_f10,2026-07-29T23:50:46
2013-09-13,1.0473,1.0473,eastmoney_f10,2026-07-29T23:50:46
2013-09-16,1.061,1.061,eastmoney_f10,2026-07-29T23:50:46
2013-09-17,1.0586,1.0586,eastmoney_f10,2026-07-29T23:50:46
2013-09-18,1.0554,1.0554,eastmoney_f10,2026-07-29T23:50:46
2013-09-23,1.0648,1.0648,eastmoney_f10,2026-07-29T23:50:46
2013-09-24,1.0567,1.0567,eastmoney_f10,2026-07-29T23:50:46
2013-09-25,1.0583,1.0583,eastmoney_f10,2026-07-29T23:50:46
2013-09-26,1.0541,1.0541,eastmoney_f10,2026-07-29T23:50:46
2013-09-27,1.0579,1.0579,eastmoney_f10,2026-07-29T23:50:46
2013-09-30,1.0419,1.0419,eastmoney_f10,2026-07-29T23:50:46
2013-10-08,1.0537,1.0537,eastmoney_f10,2026-07-29T23:50:46
2013-10-09,1.0475,1.0475,eastmoney_f10,2026-07-29T23:50:46
2013-10-10,1.0444,1.0444,eastmoney_f10,2026-07-29T23:50:46
2013-10-11,1.0565,1.0565,eastmoney_f10,2026-07-29T23:50:46
2013-10-14,1.0553,1.0553,eastmoney_f10,2026-07-29T23:50:46
2013-10-15,1.0603,1.0603,eastmoney_f10,2026-07-29T23:50:46
2013-10-16,1.0558,1.0558,eastmoney_f10,2026-07-29T23:50:46
2013-10-17,1.05,1.05,eastmoney_f10,2026-07-29T23:50:46
2013-10-18,1.059,1.059,eastmoney_f10,2026-07-29T23:50:46
2013-10-21,1.0626,1.0626,eastmoney_f10,2026-07-29T23:50:46
2013-10-22,1.0586,1.0586,eastmoney_f10,2026-07-29T23:50:46
2013-10-23,1.045,1.045,eastmoney_f10,2026-07-29T23:50:46
2013-10-24,1.0375,1.0375,eastmoney_f10,2026-07-29T23:50:46
2013-10-25,1.0316,1.0316,eastmoney_f10,2026-07-29T23:50:46
2013-10-28,1.0369,1.0369,eastmoney_f10,2026-07-29T23:50:46
2013-10-29,1.0401,1.0401,eastmoney_f10,2026-07-29T23:50:46
2013-10-30,1.0604,1.0604,eastmoney_f10,2026-07-29T23:50:46
2013-10-31,1.056,1.056,eastmoney_f10,2026-07-29T23:50:46
2013-11-01,1.0582,1.0582,eastmoney_f10,2026-07-29T23:50:46
2013-11-04,1.0563,1.0563,eastmoney_f10,2026-07-29T23:50:46
2013-11-05,1.0492,1.0492,eastmoney_f10,2026-07-29T23:50:46
2013-11-06,1.0498,1.0498,eastmoney_f10,2026-07-29T23:50:46
2013-11-07,1.0421,1.0421,eastmoney_f10,2026-07-29T23:50:46
2013-11-08,1.0343,1.0343,eastmoney_f10,2026-07-29T23:50:46
2013-11-11,1.0494,1.0494,eastmoney_f10,2026-07-29T23:50:46
2013-11-12,1.0412,1.0412,eastmoney_f10,2026-07-29T23:50:46
2013-11-13,1.0214,1.0214,eastmoney_f10,2026-07-29T23:50:46
2013-11-14,1.029,1.029,eastmoney_f10,2026-07-29T23:50:46
2013-11-15,1.0466,1.0466,eastmoney_f10,2026-07-29T23:50:46
2013-11-18,1.0746,1.0746,eastmoney_f10,2026-07-29T23:50:46
2013-11-19,1.0745,1.0745,eastmoney_f10,2026-07-29T23:50:46
2013-11-20,1.0763,1.0763,eastmoney_f10,2026-07-29T23:50:46
2013-11-21,1.0722,1.0722,eastmoney_f10,2026-07-29T23:50:46
2013-11-22,1.0774,1.0774,eastmoney_f10,2026-07-29T23:50:46
2013-11-25,1.076,1.076,eastmoney_f10,2026-07-29T23:50:46
2013-11-26,1.0761,1.0761,eastmoney_f10,2026-07-29T23:50:46
2013-11-27,1.0811,1.0811,eastmoney_f10,2026-07-29T23:50:46
2013-11-28,1.0805,1.0805,eastmoney_f10,2026-07-29T23:50:46
2013-11-29,1.0842,1.0842,eastmoney_f10,2026-07-29T23:50:46
2013-12-02,1.0911,1.0911,eastmoney_f10,2026-07-29T23:50:46
2013-12-03,1.0858,1.0858,eastmoney_f10,2026-07-29T23:50:46
2013-12-04,1.0766,1.0766,eastmoney_f10,2026-07-29T23:50:46
2013-12-05,1.0756,1.0756,eastmoney_f10,2026-07-29T23:50:46
2013-12-06,1.075,1.075,eastmoney_f10,2026-07-29T23:50:46
2013-12-09,1.076,1.076,eastmoney_f10,2026-07-29T23:50:46
2013-12-10,1.0729,1.0729,eastmoney_f10,2026-07-29T23:50:46
2013-12-11,1.0545,1.0545,eastmoney_f10,2026-07-29T23:50:46
2013-12-12,1.0484,1.0484,eastmoney_f10,2026-07-29T23:50:46
2013-12-13,1.0496,1.0496,eastmoney_f10,2026-07-29T23:50:46
2013-12-16,1.0426,1.0426,eastmoney_f10,2026-07-29T23:50:46
2013-12-17,1.0403,1.0403,eastmoney_f10,2026-07-29T23:50:46
2013-12-18,1.0437,1.0437,eastmoney_f10,2026-07-29T23:50:46
2013-12-19,1.0339,1.0339,eastmoney_f10,2026-07-29T23:50:46
2013-12-20,1.0311,1.0311,eastmoney_f10,2026-07-29T23:50:46
2013-12-23,1.0348,1.0348,eastmoney_f10,2026-07-29T23:50:46
2013-12-24,1.0461,1.0461,eastmoney_f10,2026-07-29T23:50:46
2013-12-25,1.0462,1.0462,eastmoney_f10,2026-07-29T23:50:46
2013-12-26,1.0462,1.0462,eastmoney_f10,2026-07-29T23:50:46
2013-12-27,1.0474,1.0474,eastmoney_f10,2026-07-29T23:50:46
2013-12-30,1.0467,1.0467,eastmoney_f10,2026-07-29T23:50:46
2013-12-31,1.0482,1.0482,eastmoney_f10,2026-07-29T23:50:46
2014-01-02,1.0497,1.0497,eastmoney_f10,2026-07-29T23:50:46
2014-01-03,1.0271,1.0271,eastmoney_f10,2026-07-29T23:50:46
2014-01-06,1.021,1.021,eastmoney_f10,2026-07-29T23:50:46
2014-01-07,1.0211,1.0211,eastmoney_f10,2026-07-29T23:50:46
2014-01-08,1.034,1.034,eastmoney_f10,2026-07-29T23:50:46
2014-01-09,1.0258,1.0258,eastmoney_f10,2026-07-29T23:50:46
2014-01-10,1.0272,1.0272,eastmoney_f10,2026-07-29T23:50:46
2014-01-13,1.0272,1.0272,eastmoney_f10,2026-07-29T23:50:46
2014-01-14,1.022,1.022,eastmoney_f10,2026-07-29T23:50:46
2014-01-15,1.0281,1.0281,eastmoney_f10,2026-07-29T23:50:46
2014-01-16,1.0323,1.0323,eastmoney_f10,2026-07-29T23:50:46
2014-01-17,1.038,1.038,eastmoney_f10,2026-07-29T23:50:46
2014-01-20,1.03,1.03,eastmoney_f10,2026-07-29T23:50:46
2014-01-21,1.0336,1.0336,eastmoney_f10,2026-07-29T23:50:46
2014-01-22,1.036,1.036,eastmoney_f10,2026-07-29T23:50:46
2014-01-23,1.0217,1.0217,eastmoney_f10,2026-07-29T23:50:46
2014-01-24,1.0082,1.0082,eastmoney_f10,2026-07-29T23:50:46
2014-01-27,0.9863,0.9863,eastmoney_f10,2026-07-29T23:50:46
2014-01-28,0.9859,0.9859,eastmoney_f10,2026-07-29T23:50:46
2014-01-29,0.9942,0.9942,eastmoney_f10,2026-07-29T23:50:46
2014-01-30,0.9894,0.9894,eastmoney_f10,2026-07-29T23:50:46
2014-02-07,0.9718,0.9718,eastmoney_f10,2026-07-29T23:50:46
2014-02-10,0.9694,0.9694,eastmoney_f10,2026-07-29T23:50:46
2014-02-11,0.9861,0.9861,eastmoney_f10,2026-07-29T23:50:46
2014-02-12,1.0006,1.0006,eastmoney_f10,2026-07-29T23:50:46
2014-02-13,0.9958,0.9958,eastmoney_f10,2026-07-29T23:50:46
2014-02-14,1.0018,1.0018,eastmoney_f10,2026-07-29T23:50:46
2014-02-17,1.0124,1.0124,eastmoney_f10,2026-07-29T23:50:46
2014-02-18,1.0151,1.0151,eastmoney_f10,2026-07-29T23:50:46
2014-02-19,1.0185,1.0185,eastmoney_f10,2026-07-29T23:50:46
2014-02-20,1.0065,1.0065,eastmoney_f10,2026-07-29T23:50:46
2014-02-21,1.0152,1.0152,eastmoney_f10,2026-07-29T23:50:46
2014-02-24,1.0075,1.0075,eastmoney_f10,2026-07-29T23:50:46
2014-02-25,1.0038,1.0038,eastmoney_f10,2026-07-29T23:50:46
2014-02-26,1.0088,1.0088,eastmoney_f10,2026-07-29T23:50:46
2014-02-27,1.0273,1.0273,eastmoney_f10,2026-07-29T23:50:46
2014-02-28,1.0276,1.0276,eastmoney_f10,2026-07-29T23:50:46
2014-03-03,1.0118,1.0118,eastmoney_f10,2026-07-29T23:50:46
2014-03-04,1.0198,1.0198,eastmoney_f10,2026-07-29T23:50:46
2014-03-05,1.0169,1.0169,eastmoney_f10,2026-07-29T23:50:46
2014-03-06,1.0227,1.0227,eastmoney_f10,2026-07-29T23:50:46
2014-03-07,1.0196,1.0196,eastmoney_f10,2026-07-29T23:50:46
2014-03-10,1.0037,1.0037,eastmoney_f10,2026-07-29T23:50:46
2014-03-11,1.0045,1.0045,eastmoney_f10,2026-07-29T23:50:46
2014-03-12,0.9915,0.9915,eastmoney_f10,2026-07-29T23:50:46
2014-03-13,0.9842,0.9842,eastmoney_f10,2026-07-29T23:50:46
2014-03-14,0.9738,0.9738,eastmoney_f10,2026-07-29T23:50:46
2014-03-17,0.97,0.97,eastmoney_f10,2026-07-29T23:50:46
2014-03-18,0.9761,0.9761,eastmoney_f10,2026-07-29T23:50:46
2014-03-19,0.9752,0.9752,eastmoney_f10,2026-07-29T23:50:46
2014-03-20,0.9599,0.9599,eastmoney_f10,2026-07-29T23:50:46
2014-03-21,0.9718,0.9718,eastmoney_f10,2026-07-29T23:50:46
2014-03-24,0.9903,0.9903,eastmoney_f10,2026-07-29T23:50:46
2014-03-25,0.9841,0.9841,eastmoney_f10,2026-07-29T23:50:46
2014-03-26,0.991,0.991,eastmoney_f10,2026-07-29T23:50:46
2014-03-27,0.9869,0.9869,eastmoney_f10,2026-07-29T23:50:46
2014-03-28,0.9982,0.9982,eastmoney_f10,2026-07-29T23:50:46
2014-03-31,1.003,1.003,eastmoney_f10,2026-07-29T23:50:46
