trade_date,unit_nav,cum_nav,source,updated_at
2014-07-08,1.0908,1.0908,eastmoney_f10,2026-07-29T23:50:46
2014-07-09,1.0948,1.0948,eastmoney_f10,2026-07-29T23:50:46
2014-07-10,1.0881,1.0881,eastmoney_f10,2026-07-29T23:50:46
2014-07-11,1.0903,1.0903,eastmoney_f10,2026-07-29T23:50:46
2014-07-14,1.0956,1.0956,eastmoney_f10,2026-07-29T23:50:46
2014-07-15,1.0935,1.0935,eastmoney_f10,2026-07-29T23:50:46
2014-07-16,1.0989,1.0989,eastmoney_f10,2026-07-29T23:50:46
2014-07-17,1.0866,1.0866,eastmoney_f10,2026-07-29T23:50:46
2014-07-18,1.0976,1.0976,eastmoney_f10,2026-07-29T23:50:46
2014-07-21,1.0946,1.0946,eastmoney_f10,2026-07-29T23:50:46
2014-07-22,1.1,1.1,eastmoney_f10,2026-07-29T23:50:46
2014-07-23,1.1025,1.1025,eastmoney_f10,2026-07-29T23:50:46
2014-07-24,1.103,1.103,eastmoney_f10,2026-07-29T23:50:46
2014-07-25,1.098,1.098,eastmoney_f10,2026-07-29T23:50:46
2014-07-28,1.0987,1.0987,eastmoney_f10,2026-07-29T23:50:46
2014-07-29,1.0935,1.0935,eastmoney_f10,2026-07-29T23:50:46
2014-07-30,1.0943,1.0943,eastmoney_f10,2026-07-29T23:50:46
2014-07-31,1.0729,1.0729,eastmoney_f10,2026-07-29T23:50:46
2014-08-01,1.0698,1.0698,eastmoney_f10,2026-07-29T23:50:46
2014-08-04,1.0771,1.0771,eastmoney_f10,2026-07-29T23:50:46
2014-08-05,1.0666,1.0666,eastmoney_f10,2026-07-29T23:50:46
2014-08-06,1.0673,1.0673,eastmoney_f10,2026-07-29T23:50:46
2014-08-07,1.0615,1.0615,eastmoney_f10,2026-07-29T23:50:46
2014-08-08,1.0718,1.0718,eastmoney_f10,2026-07-29T23:50:46
2014-08-11,1.0743,1.0743,eastmoney_f10,2026-07-29T23:50:46
2014-08-12,1.0726,1.0726,eastmoney_f10,2026-07-29T23:50:46
2014-08-13,1.0803,1.0803,eastmoney_f10,2026-07-29T23:50:46
2014-08-14,1.0852,1.0852,eastmoney_f10,2026-07-29T23:50:46
2014-08-15,1.0851,1.0851,eastmoney_f10,2026-07-29T23:50:46
2014-08-18,1.0941,1.0941,eastmoney_f10,2026-07-29T23:50:46
2014-08-19,1.1001,1.1001,eastmoney_f10,2026-07-29T23:50:46
2014-08-20,1.1034,1.1034,eastmoney_f10,2026-07-29T23:50:46
2014-08-21,1.1076,1.1076,eastmoney_f10,2026-07-29T23:50:46
2014-08-22,1.1053,1.1053,eastmoney_f10,2026-07-29T23:50:46
2014-08-25,1.1111,1.1111,eastmoney_f10,2026-07-29T23:50:46
2014-08-26,1.1125,1.1125,eastmoney_f10,2026-07-29T23:50:46
2014-08-27,1.1125,1.1125,eastmoney_f10,2026-07-29T23:50:46
2014-08-28,1.1105,1.1105,eastmoney_f10,2026-07-29T23:50:46
2014-08-29,1.1144,1.1144,eastmoney_f10,2026-07-29T23:50:46
2014-09-02,1.1143,1.1143,eastmoney_f10,2026-07-29T23:50:46
2014-09-03,1.1139,1.1139,eastmoney_f10,2026-07-29T23:50:46
2014-09-04,1.1117,1.1117,eastmoney_f10,2026-07-29T23:50:46
2014-09-05,1.1179,1.1179,eastmoney_f10,2026-07-29T23:50:46
2014-09-09,1.1041,1.1041,eastmoney_f10,2026-07-29T23:50:46
2014-09-10,1.1065,1.1065,eastmoney_f10,2026-07-29T23:50:46
2014-09-11,1.1082,1.1082,eastmoney_f10,2026-07-29T23:50:46
2014-09-12,1.1018,1.1018,eastmoney_f10,2026-07-29T23:50:46
2014-09-15,1.1007,1.1007,eastmoney_f10,2026-07-29T23:50:46
2014-09-16,1.1091,1.1091,eastmoney_f10,2026-07-29T23:50:46
2014-09-17,1.1103,1.1103,eastmoney_f10,2026-07-29T23:50:46
2014-09-18,1.1165,1.1165,eastmoney_f10,2026-07-29T23:50:46
2014-09-19,1.1154,1.1154,eastmoney_f10,2026-07-29T23:50:46
2014-09-22,1.1068,1.1068,eastmoney_f10,2026-07-29T23:50:46
2014-09-23,1.1002,1.1002,eastmoney_f10,2026-07-29T23:50:46
2014-09-24,1.1087,1.1087,eastmoney_f10,2026-07-29T23:50:46
2014-09-25,1.0915,1.0915,eastmoney_f10,2026-07-29T23:50:46
2014-09-26,1.1011,1.1011,eastmoney_f10,2026-07-29T23:50:46
2014-09-29,1.0988,1.0988,eastmoney_f10,2026-07-29T23:50:46
2014-09-30,1.0956,1.0956,eastmoney_f10,2026-07-29T23:50:46
2014-10-08,1.0933,1.0933,eastmoney_f10,2026-07-29T23:50:46
2014-10-09,1.0702,1.0702,eastmoney_f10,2026-07-29T23:50:46
2014-10-10,1.058,1.058,eastmoney_f10,2026-07-29T23:50:46
2014-10-13,1.0401,1.0401,eastmoney_f10,2026-07-29T23:50:46
2014-10-14,1.0413,1.0413,eastmoney_f10,2026-07-29T23:50:46
2014-10-15,1.0331,1.0331,eastmoney_f10,2026-07-29T23:50:46
2014-10-16,1.0324,1.0324,eastmoney_f10,2026-07-29T23:50:46
2014-10-17,1.046,1.046,eastmoney_f10,2026-07-29T23:50:46
2014-10-20,1.056,1.056,eastmoney_f10,2026-07-29T23:50:46
2014-10-21,1.0762,1.0762,eastmoney_f10,2026-07-29T23:50:46
2014-10-22,1.0689,1.0689,eastmoney_f10,2026-07-29T23:50:46
2014-10-23,1.0823,1.0823,eastmoney_f10,2026-07-29T23:50:46
2014-10-24,1.09,1.09,eastmoney_f10,2026-07-29T23:50:46
2014-10-27,1.088,1.088,eastmoney_f10,2026-07-29T23:50:46
2014-10-28,1.1005,1.1005,eastmoney_f10,2026-07-29T23:50:46
2014-10-29,1.0986,1.0986,eastmoney_f10,2026-07-29T23:50:46
2014-10-30,1.1066,1.1066,eastmoney_f10,2026-07-29T23:50:46
2014-10-31,1.1196,1.1196,eastmoney_f10,2026-07-29T23:50:46
2014-11-03,1.1205,1.1205,eastmoney_f10,2026-07-29T23:50:46
2014-11-04,1.1176,1.1176,eastmoney_f10,2026-07-29T23:50:46
2014-11-05,1.1236,1.1236,eastmoney_f10,2026-07-29T23:50:46
2014-11-06,1.1293,1.1293,eastmoney_f10,2026-07-29T23:50:46
2014-11-07,1.1304,1.1304,eastmoney_f10,2026-07-29T23:50:46
2014-11-10,1.1299,1.1299,eastmoney_f10,2026-07-29T23:50:46
2014-11-11,1.1313,1.1313,eastmoney_f10,2026-07-29T23:50:46
2014-11-12,1.1311,1.1311,eastmoney_f10,2026-07-29T23:50:46
2014-11-13,1.1314,1.1314,eastmoney_f10,2026-07-29T23:50:46
2014-11-14,1.1314,1.1314,eastmoney_f10,2026-07-29T23:50:46
2014-11-17,1.1324,1.1324,eastmoney_f10,2026-07-29T23:50:46
2014-11-18,1.1387,1.1387,eastmoney_f10,2026-07-29T23:50:46
2014-11-19,1.1365,1.1365,eastmoney_f10,2026-07-29T23:50:46
2014-11-20,1.1391,1.1391,eastmoney_f10,2026-07-29T23:50:46
2014-11-21,1.1445,1.1445,eastmoney_f10,2026-07-29T23:50:46
2014-11-24,1.1483,1.1483,eastmoney_f10,2026-07-29T23:50:46
2014-11-25,1.1466,1.1466,eastmoney_f10,2026-07-29T23:50:46
2014-11-26,1.1493,1.1493,eastmoney_f10,2026-07-29T23:50:46
2014-11-28,1.1463,1.1463,eastmoney_f10,2026-07-29T23:50:46
2014-12-01,1.1388,1.1388,eastmoney_f10,2026-07-29T23:50:46
2014-12-02,1.1454,1.1454,eastmoney_f10,2026-07-29T23:50:46
2014-12-03,1.1508,1.1508,eastmoney_f10,2026-07-29T23:50:46
2014-12-04,1.1501,1.1501,eastmoney_f10,2026-07-29T23:50:46
2014-12-05,1.1514,1.1514,eastmoney_f10,2026-07-29T23:50:46
2014-12-08,1.1415,1.1415,eastmoney_f10,2026-07-29T23:50:46
2014-12-09,1.1405,1.1405,eastmoney_f10,2026-07-29T23:50:46
2014-12-10,1.121,1.121,eastmoney_f10,2026-07-29T23:50:46
2014-12-11,1.1254,1.1254,eastmoney_f10,2026-07-29T23:50:46
2014-12-12,1.1077,1.1077,eastmoney_f10,2026-07-29T23:50:46
2014-12-15,1.1006,1.1006,eastmoney_f10,2026-07-29T23:50:46
2014-12-16,1.0917,1.0917,eastmoney_f10,2026-07-29T23:50:46
2014-12-17,1.1132,1.1132,eastmoney_f10,2026-07-29T23:50:46
2014-12-18,1.1412,1.1412,eastmoney_f10,2026-07-29T23:50:46
2014-12-19,1.1466,1.1466,eastmoney_f10,2026-07-29T23:50:46
2014-12-22,1.1511,1.1511,eastmoney_f10,2026-07-29T23:50:46
2014-12-23,1.1535,1.1535,eastmoney_f10,2026-07-29T23:50:46
2014-12-24,1.1536,1.1536,eastmoney_f10,2026-07-29T23:50:46
2014-12-26,1.1562,1.1562,eastmoney_f10,2026-07-29T23:50:46
2014-12-29,1.1584,1.1584,eastmoney_f10,2026-07-29T23:50:46
2014-12-30,1.1532,1.1532,eastmoney_f10,2026-07-29T23:50:46
2014-12-31,1.1406,1.1406,eastmoney_f10,2026-07-29T23:50:46
2015-01-05,1.1205,1.1205,eastmoney_f10,2026-07-29T23:50:46
2015-01-06,1.1105,1.1105,eastmoney_f10,2026-07-29T23:50:46
2015-01-07,1.1239,1.1239,eastmoney_f10,2026-07-29T23:50:46
2015-01-08,1.1446,1.1446,eastmoney_f10,2026-07-29T23:50:46
2015-01-09,1.1346,1.1346,eastmoney_f10,2026-07-29T23:50:46
2015-01-12,1.1241,1.1241,eastmoney_f10,2026-07-29T23:50:46
2015-01-13,1.1206,1.1206,eastmoney_f10,2026-07-29T23:50:46
2015-01-14,1.1144,1.1144,eastmoney_f10,2026-07-29T23:50:46
2015-01-15,1.1037,1.1037,eastmoney_f10,2026-07-29T23:50:46
2015-01-16,1.1183,1.1183,eastmoney_f10,2026-07-29T23:50:46
2015-01-20,1.121,1.121,eastmoney_f10,2026-07-29T23:50:46
2015-01-21,1.1272,1.1272,eastmoney_f10,2026-07-29T23:50:46
2015-01-22,1.1439,1.1439,eastmoney_f10,2026-07-29T23:50:46
2015-01-23,1.1393,1.1393,eastmoney_f10,2026-07-29T23:50:46
2015-01-26,1.143,1.143,eastmoney_f10,2026-07-29T23:50:46
2015-01-27,1.1277,1.1277,eastmoney_f10,2026-07-29T23:50:46
2015-01-28,1.1107,1.1107,eastmoney_f10,2026-07-29T23:50:46
2015-01-29,1.1226,1.1226,eastmoney_f10,2026-07-29T23:50:46
2015-01-30,1.1084,1.1084,eastmoney_f10,2026-07-29T23:50:46
2015-02-02,1.1231,1.1231,eastmoney_f10,2026-07-29T23:50:46
2015-02-03,1.1389,1.1389,eastmoney_f10,2026-07-29T23:50:46
2015-02-04,1.1334,1.1334,eastmoney_f10,2026-07-29T23:50:46
2015-02-05,1.1462,1.1462,eastmoney_f10,2026-07-29T23:50:46
2015-02-06,1.1409,1.1409,eastmoney_f10,2026-07-29T23:50:46
2015-02-09,1.1367,1.1367,eastmoney_f10,2026-07-29T23:50:46
2015-02-10,1.1485,1.1485,eastmoney_f10,2026-07-29T23:50:46
2015-02-11,1.1492,1.1492,eastmoney_f10,2026-07-29T23:50:46
2015-02-12,1.1608,1.1608,eastmoney_f10,2026-07-29T23:50:46
2015-02-13,1.1648,1.1648,eastmoney_f10,2026-07-29T23:50:46
2015-02-16,1.1648,1.1648,eastmoney_f10,2026-07-29T23:50:46
2015-02-17,1.1674,1.1674,eastmoney_f10,2026-07-29T23:50:46
2015-02-25,1.1761,1.1761,eastmoney_f10,2026-07-29T23:50:46
2015-02-26,1.1745,1.1745,eastmoney_f10,2026-07-29T23:50:46
2015-02-27,1.1727,1.1727,eastmoney_f10,2026-07-29T23:50:46
2015-03-02,1.1805,1.1805,eastmoney_f10,2026-07-29T23:50:46
2015-03-03,1.1757,1.1757,eastmoney_f10,2026-07-29T23:50:46
2015-03-04,1.1703,1.1703,eastmoney_f10,2026-07-29T23:50:46
2015-03-05,1.1718,1.1718,eastmoney_f10,2026-07-29T23:50:46
2015-03-06,1.1555,1.1555,eastmoney_f10,2026-07-29T23:50:46
2015-03-09,1.1606,1.1606,eastmoney_f10,2026-07-29T23:50:46
2015-03-10,1.1414,1.1414,eastmoney_f10,2026-07-29T23:50:46
2015-03-11,1.1398,1.1398,eastmoney_f10,2026-07-29T23:50:46
2015-03-12,1.1548,1.1548,eastmoney_f10,2026-07-29T23:50:46
2015-03-13,1.1472,1.1472,eastmoney_f10,2026-07-29T23:50:46
2015-03-16,1.1631,1.1631,eastmoney_f10,2026-07-29T23:50:46
2015-03-17,1.1587,1.1587,eastmoney_f10,2026-07-29T23:50:46
2015-03-18,1.1722,1.1722,eastmoney_f10,2026-07-29T23:50:46
2015-03-19,1.1646,1.1646,eastmoney_f10,2026-07-29T23:50:46
2015-03-20,1.1757,1.1757,eastmoney_f10,2026-07-29T23:50:46
2015-03-23,1.1727,1.1727,eastmoney_f10,2026-07-29T23:50:46
2015-03-24,1.1647,1.1647,eastmoney_f10,2026-07-29T23:50:46
2015-03-25,1.1481,1.1481,eastmoney_f10,2026-07-29T23:50:46
2015-03-26,1.1447,1.1447,eastmoney_f10,2026-07-29T23:50:46
2015-03-27,1.148,1.148,eastmoney_f10,2026-07-29T23:50:46
2015-03-30,1.1621,1.1621,eastmoney_f10,2026-07-29T23:50:46
2015-03-31,1.1524,1.1524,eastmoney_f10,2026-07-29T23:50:46
2015-04-01,1.1483,1.1483,eastmoney_f10,2026-07-29T23:50:46
2015-04-02,1.1516,1.1516,eastmoney_f10,2026-07-29T23:50:46
2015-04-07,1.1549,1.1549,eastmoney_f10,2026-07-29T23:50:46
2015-04-08,1.1594,1.1594,eastmoney_f10,2026-07-29T23:50:46
2015-04-09,1.1644,1.1644,eastmoney_f10,2026-07-29T23:50:46
2015-04-10,1.171,1.171,eastmoney_f10,2026-07-29T23:50:46
2015-04-13,1.1665,1.1665,eastmoney_f10,2026-07-29T23:50:46
2015-04-14,1.1687,1.1687,eastmoney_f10,2026-07-29T23:50:46
2015-04-15,1.1733,1.1733,eastmoney_f10,2026-07-29T23:50:46
2015-04-16,1.1721,1.1721,eastmoney_f10,2026-07-29T23:50:46
2015-04-17,1.1581,1.1581,eastmoney_f10,2026-07-29T23:50:46
2015-04-20,1.1683,1.1683,eastmoney_f10,2026-07-29T23:50:46
2015-04-21,1.168,1.168,eastmoney_f10,2026-07-29T23:50:46
2015-04-22,1.174,1.174,eastmoney_f10,2026-07-29T23:50:46
2015-04-23,1.1768,1.1768,eastmoney_f10,2026-07-29T23:50:46
2015-04-24,1.1786,1.1786,eastmoney_f10,2026-07-29T23:50:46
2015-04-27,1.1732,1.1732,eastmoney_f10,2026-07-29T23:50:46
2015-04-28,1.1764,1.1764,eastmoney_f10,2026-07-29T23:50:46
2015-04-29,1.1711,1.1711,eastmoney_f10,2026-07-29T23:50:46
2015-04-30,1.1588,1.1588,eastmoney_f10,2026-07-29T23:50:46
2015-05-04,1.1757,1.1757,eastmoney_f10,2026-07-29T23:50:46
2015-05-05,1.1622,1.1622,eastmoney_f10,2026-07-29T23:50:46
2015-05-06,1.1569,1.1569,eastmoney_f10,2026-07-29T23:50:46
2015-05-07,1.1607,1.1607,eastmoney_f10,2026-07-29T23:50:46
2015-05-08,1.1768,1.1768,eastmoney_f10,2026-07-29T23:50:46
2015-05-11,1.1706,1.1706,eastmoney_f10,2026-07-29T23:50:46
2015-05-12,1.1677,1.1677,eastmoney_f10,2026-07-29T23:50:46
2015-05-13,1.167,1.167,eastmoney_f10,2026-07-29T23:50:46
2015-05-14,1.1791,1.1791,eastmoney_f10,2026-07-29T23:50:46
2015-05-15,1.1799,1.1799,eastmoney_f10,2026-07-29T23:50:46
2015-05-18,1.1833,1.1833,eastmoney_f10,2026-07-29T23:50:46
2015-05-19,1.1832,1.1832,eastmoney_f10,2026-07-29T23:50:46
2015-05-20,1.1827,1.1827,eastmoney_f10,2026-07-29T23:50:46
2015-05-21,1.1858,1.1858,eastmoney_f10,2026-07-29T23:50:46
2015-05-22,1.183,1.183,eastmoney_f10,2026-07-29T23:50:46
2015-05-26,1.1726,1.1726,eastmoney_f10,2026-07-29T23:50:46
2015-05-27,1.1839,1.1839,eastmoney_f10,2026-07-29T23:50:46
2015-05-28,1.1827,1.1827,eastmoney_f10,2026-07-29T23:50:46
2015-05-29,1.1751,1.1751,eastmoney_f10,2026-07-29T23:50:46
2015-06-01,1.1778,1.1778,eastmoney_f10,2026-07-29T23:50:46
2015-06-02,1.1769,1.1769,eastmoney_f10,2026-07-29T23:50:46
2015-06-03,1.1792,1.1792,eastmoney_f10,2026-07-29T23:50:46
2015-06-04,1.1692,1.1692,eastmoney_f10,2026-07-29T23:50:46
2015-06-05,1.1677,1.1677,eastmoney_f10,2026-07-29T23:50:46
2015-06-08,1.1613,1.1613,eastmoney_f10,2026-07-29T23:50:46
2015-06-09,1.1613,1.1613,eastmoney_f10,2026-07-29T23:50:46
2015-06-10,1.1752,1.1752,eastmoney_f10,2026-07-29T23:50:46
2015-06-11,1.1773,1.1773,eastmoney_f10,2026-07-29T23:50:46
2015-06-12,1.1693,1.1693,eastmoney_f10,2026-07-29T23:50:46
2015-06-15,1.1639,1.1639,eastmoney_f10,2026-07-29T23:50:46
2015-06-16,1.1703,1.1703,eastmoney_f10,2026-07-29T23:50:46
2015-06-17,1.1725,1.1725,eastmoney_f10,2026-07-29T23:50:46
2015-06-18,1.1836,1.1836,eastmoney_f10,2026-07-29T23:50:46
2015-06-19,1.1768,1.1768,eastmoney_f10,2026-07-29T23:50:46
2015-06-23,1.185,1.185,eastmoney_f10,2026-07-29T23:50:46
2015-06-24,1.1771,1.1771,eastmoney_f10,2026-07-29T23:50:46
2015-06-25,1.1737,1.1737,eastmoney_f10,2026-07-29T23:50:46
2015-06-26,1.1732,1.1732,eastmoney_f10,2026-07-29T23:50:46
2015-06-29,1.1492,1.1492,eastmoney_f10,2026-07-29T23:50:46
2015-06-30,1.1517,1.1517,eastmoney_f10,2026-07-29T23:50:46
2015-07-01,1.1601,1.1601,eastmoney_f10,2026-07-29T23:50:46
2015-07-02,1.16,1.16,eastmoney_f10,2026-07-29T23:50:46
2015-07-06,1.1558,1.1558,eastmoney_f10,2026-07-29T23:50:46
2015-07-07,1.1625,1.1625,eastmoney_f10,2026-07-29T23:50:46
2015-07-08,1.1437,1.1437,eastmoney_f10,2026-07-29T23:50:46
2015-07-09,1.1457,1.1457,eastmoney_f10,2026-07-29T23:50:46
2015-07-10,1.1599,1.1599,eastmoney_f10,2026-07-29T23:50:46
2015-07-13,1.1762,1.1762,eastmoney_f10,2026-07-29T23:50:46
2015-07-14,1.1819,1.1819,eastmoney_f10,2026-07-29T23:50:46
2015-07-15,1.182,1.182,eastmoney_f10,2026-07-29T23:50:46
2015-07-16,1.1916,1.1916,eastmoney_f10,2026-07-29T23:50:46
2015-07-17,1.1932,1.1932,eastmoney_f10,2026-07-29T23:50:46
2015-07-20,1.1945,1.1945,eastmoney_f10,2026-07-29T23:50:46
2015-07-21,1.1895,1.1895,eastmoney_f10,2026-07-29T23:50:46
2015-07-22,1.1861,1.1861,eastmoney_f10,2026-07-29T23:50:46
2015-07-23,1.1795,1.1795,eastmoney_f10,2026-07-29T23:50:46
2015-07-24,1.1668,1.1668,eastmoney_f10,2026-07-29T23:50:46
2015-07-27,1.1599,1.1599,eastmoney_f10,2026-07-29T23:50:46
2015-07-28,1.1738,1.1738,eastmoney_f10,2026-07-29T23:50:46
2015-07-29,1.1825,1.1825,eastmoney_f10,2026-07-29T23:50:46
2015-07-30,1.1829,1.1829,eastmoney_f10,2026-07-29T23:50:46
2015-07-31,1.1803,1.1803,eastmoney_f10,2026-07-29T23:50:46
2015-08-03,1.1768,1.1768,eastmoney_f10,2026-07-29T23:50:46
2015-08-04,1.1742,1.1742,eastmoney_f10,2026-07-29T23:50:46
2015-08-05,1.1785,1.1785,eastmoney_f10,2026-07-29T23:50:46
2015-08-06,1.1696,1.1696,eastmoney_f10,2026-07-29T23:50:46
2015-08-07,1.1661,1.1661,eastmoney_f10,2026-07-29T23:50:46
2015-08-10,1.1807,1.1807,eastmoney_f10,2026-07-29T23:50:46
2015-08-11,1.1906,1.1906,eastmoney_f10,2026-07-29T23:50:46
