label,runs,sharpe_mean,sharpe_std,annualized_return_mean,annualized_return_std,max_drawdown_mean,max_drawdown_std,annualized_turnover_mean,annualized_turnover_std,trade_count_mean,order_count_mean,rejected_order_count_mean
r2_baseline,39,1.8887188148267484,0.8487899779389593,0.15569791080423095,0.04341143509825387,-0.07656644827720703,0.03791990853536033,0.9679326491904726,0.31597569851353347,187.53846153846155,188.23076923076923,0.6923076923076923
r2_candidate,39,1.9539574922535574,0.8530526035189575,0.15644235168146906,0.04213318702447888,-0.08485951485930943,0.04532347202950328,0.9242718634550954,0.3399545593593634,178.17948717948718,178.87179487179486,0.6923076923076923
r3_baseline,33,1.505885362226304,0.8643196736086439,0.1372737034334846,0.037196819974106864,-0.12844414230432263,0.11050806940546026,0.9277407055675164,0.29846384942506704,133.06060606060606,133.06060606060606,0.0
r3_candidate,33,1.6853392442735178,1.044247807283254,0.14914799675278279,0.03934489109000719,-0.13943009839072146,0.13488892063853886,0.8019884381828959,0.31621656095700096,109.66666666666667,109.66666666666667,0.0
r7_baseline_3x,33,1.6883435567632048,0.4900873912694299,0.25581766231693426,0.1271153650869456,-0.07657972145885188,0.05435639018768193,0.6103038578064437,0.33158249675430757,50.09090909090909,50.09090909090909,0.0
r7_candidate_3x,33,1.6350003786153842,0.5014995993185511,0.23613612300919065,0.11773326583890831,-0.0823274719508983,0.054316216875421625,0.5977721341510769,0.3260006423462978,55.09090909090909,55.09090909090909,0.0
