Trade_Date,Asset_ID,Asset_Name,Price,Holding_Weight_Pct,Daily_Contribution_Pct
2025-09-12,CN_ETF:159981.SZ,能源化工ETF (159981),1.296,8.799783778295241,-0.06106715759883156
2025-09-12,CN_ETF:159985.SZ,豆粕ETF (159985),2.009,11.641907430348809,0.02316340460645379
2025-09-12,CN_ETF:510300.SH,沪深300ETF (510300),4.621,13.794791951459521,-0.11634346404605052
2025-09-12,CN_ETF:512890.SH,红利低波ETF (512890),1.184,12.54409364905135,-0.08469850977309318
2025-09-12,CN_ETF:518880.SH,黄金ETF (518880),7.954,8.380445422959811,0.03263934285454718
2025-09-12,CN_INDEX:CBA21801.CS,中债30年国债指数 (CBA21801),246.9742,44.236628951025594,0.1368378127126268
2025-09-15,CN_ETF:159981.SZ,能源化工ETF (159981),1.308,8.8943980705444,0.08147947942866
2025-09-15,CN_ETF:159985.SZ,豆粕ETF (159985),1.988,11.53725266964558,-0.12169241216392383
2025-09-15,CN_ETF:510300.SH,沪深300ETF (510300),4.629,13.839110790994749,0.023881916384258184
2025-09-15,CN_ETF:512890.SH,红利低波ETF (512890),1.174,12.45654212539716,-0.1059467369007715
2025-09-15,CN_ETF:518880.SH,黄金ETF (518880),7.931,8.36857059840489,-0.024233121036971415
2025-09-15,CN_INDEX:CBA21801.CS,中债30年国债指数 (CBA21801),246.9677,44.3008860932878,-0.0011642434237290283
2025-09-16,CN_ETF:159981.SZ,能源化工ETF (159981),1.307,8.87440123189496,-0.006799998524881823
2025-09-16,CN_ETF:159985.SZ,豆粕ETF (159985),1.988,11.52012146302213,0.0
2025-09-16,CN_ETF:510300.SH,沪深300ETF (510300),4.62,13.79169470925185,-0.0269068907148292
2025-09-16,CN_ETF:512890.SH,红利低波ETF (512890),1.17,12.39566755189824,-0.042441370103567876
2025-09-16,CN_ETF:518880.SH,黄金ETF (518880),8.032,8.46255858706729,0.10657239067442914
2025-09-16,CN_INDEX:CBA21801.CS,中债30年国债指数 (CBA21801),247.6271,44.35321253165428,0.11828269158239443
2025-09-17,CN_ETF:159981.SZ,能源化工ETF (159981),1.308,8.859267848429859,0.006789901478113853
2025-09-17,CN_ETF:159985.SZ,豆粕ETF (159985),1.983,11.46278133370376,-0.028974148548847646
2025-09-17,CN_ETF:510300.SH,沪深300ETF (510300),4.653,13.855918737714529,0.0985121050660843
2025-09-17,CN_ETF:512890.SH,红利低波ETF (512890),1.175,12.41791093051263,0.052972938255977944
2025-09-17,CN_ETF:518880.SH,黄金ETF (518880),7.964,8.37020038890724,-0.07164516732078874
2025-09-17,CN_INDEX:CBA21801.CS,中债30年国债指数 (CBA21801),248.6868,44.43306372588353,0.1898059595246005
2025-09-18,CN_ETF:159981.SZ,能源化工ETF (159981),1.295,8.83774398758975,-0.0880508272397476
2025-09-18,CN_ETF:159985.SZ,豆粕ETF (159985),1.98,11.53224987649676,-0.01734157539138256
2025-09-18,CN_ETF:510300.SH,沪深300ETF (510300),4.594,13.783986085929659,-0.17569293048036663
2025-09-18,CN_ETF:512890.SH,红利低波ETF (512890),1.153,12.27782789243821,-0.23250556635853442
2025-09-18,CN_ETF:518880.SH,黄金ETF (518880),7.862,8.32567020468481,-0.1072024660558191
2025-09-18,CN_INDEX:CBA21801.CS,中债30年国债指数 (CBA21801),247.9482,44.63710760336926,-0.13196623571470945
2025-09-19,CN_ETF:159981.SZ,能源化工ETF (159981),1.291,8.82336973797382,-0.027298050926918286
2025-09-19,CN_ETF:159985.SZ,豆粕ETF (159985),1.991,11.61332825183821,0.06406805486942621
2025-09-19,CN_ETF:510300.SH,沪深300ETF (510300),4.604,13.83425377250465,0.030004323217085085
2025-09-19,CN_ETF:512890.SH,红利低波ETF (512890),1.159,12.35982318079016,0.06389155885050185
2025-09-19,CN_ETF:518880.SH,黄金ETF (518880),7.898,8.37606196365628,0.03812314008759305
2025-09-19,CN_INDEX:CBA21801.CS,中债30年国债指数 (CBA21801),246.197,44.38686067805379,-0.31526142490657394
2025-09-22,CN_ETF:159981.SZ,能源化工ETF (159981),1.281,8.748174728263459,-0.06834523422133074
